borough,households_grapi_0812_count,households_grapi_0812_count_moe,households_grapi_0812__count_cv,households_grapi_0812_pct,households_rb_0812_count,households_rb_0812_count_moe,households_rb_0812__count_cv,households_rb_0812_pct,households_rb_0812_pct_moe,households_erb_0812_count,households_erb_0812_count_moe,households_erb_0812__count_cv,households_erb_0812_pct,households_erb_0812_pct_moe,households_grapi_wnh_0812_count,households_grapi_wnh_0812_count_moe,households_grapi_wnh_0812__count_cv,households_grapi_wnh_0812_pct,households_rb_wnh_0812_count,households_rb_wnh_0812_count_moe,households_rb_wnh_0812__count_cv,households_rb_wnh_0812_pct,households_rb_wnh_0812_pct_moe,households_erb_wnh_0812_count,households_erb_wnh_0812_count_moe,households_erb_wnh_0812__count_cv,households_erb_wnh_0812_pct,households_erb_wnh_0812_pct_moe,households_grapi_bnh_0812_count,households_grapi_bnh_0812_count_moe,households_grapi_bnh_0812__count_cv,households_grapi_bnh_0812_pct,households_rb_bnh_0812_count,households_rb_bnh_0812_count_moe,households_rb_bnh_0812__count_cv,households_rb_bnh_0812_pct,households_rb_bnh_0812_pct_moe,households_erb_bnh_0812_count,households_erb_bnh_0812_count_moe,households_erb_bnh_0812__count_cv,households_erb_bnh_0812_pct,households_erb_bnh_0812_pct_moe,households_grapi_hsp_0812_count,households_grapi_hsp_0812_count_moe,households_grapi_hsp_0812__count_cv,households_grapi_hsp_0812_pct,households_rb_hsp_0812_count,households_rb_hsp_0812_count_moe,households_rb_hsp_0812__count_cv,households_rb_hsp_0812_pct,households_rb_hsp_0812_pct_moe,households_erb_hsp_0812_count,households_erb_hsp_0812_count_moe,households_erb_hsp_0812__count_cv,households_erb_hsp_0812_pct,households_erb_hsp_0812_pct_moe,households_grapi_anh_0812_count,households_grapi_anh_0812_count_moe,households_grapi_anh_0812__count_cv,households_grapi_anh_0812_pct,households_rb_anh_0812_count,households_rb_anh_0812_count_moe,households_rb_anh_0812__count_cv,households_rb_anh_0812_pct,households_rb_anh_0812_pct_moe,households_erb_anh_0812_count,households_erb_anh_0812_count_moe,households_erb_anh_0812__count_cv,households_erb_anh_0812_pct,households_erb_anh_0812_pct_moe,households_grapi_1519_count,households_grapi_1519_count_moe,households_grapi_1519_count_cv,households_grapi_1519_pct,households_rb_1519_count,households_rb_1519_count_moe,households_rb_1519_count_cv,households_rb_1519_pct,households_rb_1519_pct_moe,households_erb_1519_count,households_erb_1519_count_moe,households_erb_1519_count_cv,households_erb_1519_pct,households_erb_1519_pct_moe,households_grapi_wnh_1519_count,households_grapi_wnh_1519_count_moe,households_grapi_wnh_1519_count_cv,households_grapi_wnh_1519_pct,households_rb_wnh_1519_count,households_rb_wnh_1519_count_moe,households_rb_wnh_1519_count_cv,households_rb_wnh_1519_pct,households_rb_wnh_1519_pct_moe,households_erb_wnh_1519_count,households_erb_wnh_1519_count_moe,households_erb_wnh_1519_count_cv,households_erb_wnh_1519_pct,households_erb_wnh_1519_pct_moe,households_grapi_bnh_1519_count,households_grapi_bnh_1519_count_moe,households_grapi_bnh_1519_count_cv,households_grapi_bnh_1519_pct,households_rb_bnh_1519_count,households_rb_bnh_1519_count_moe,households_rb_bnh_1519_count_cv,households_rb_bnh_1519_pct,households_rb_bnh_1519_pct_moe,households_erb_bnh_1519_count,households_erb_bnh_1519_count_moe,households_erb_bnh_1519_count_cv,households_erb_bnh_1519_pct,households_erb_bnh_1519_pct_moe,households_grapi_hsp_1519_count,households_grapi_hsp_1519_count_moe,households_grapi_hsp_1519_count_cv,households_grapi_hsp_1519_pct,households_rb_hsp_1519_count,households_rb_hsp_1519_count_moe,households_rb_hsp_1519_count_cv,households_rb_hsp_1519_pct,households_rb_hsp_1519_pct_moe,households_erb_hsp_1519_count,households_erb_hsp_1519_count_moe,households_erb_hsp_1519_count_cv,households_erb_hsp_1519_pct,households_erb_hsp_1519_pct_moe,households_grapi_anh_1519_count,households_grapi_anh_1519_count_moe,households_grapi_anh_1519_count_cv,households_grapi_anh_1519_pct,households_rb_anh_1519_count,households_rb_anh_1519_count_moe,households_rb_anh_1519_count_cv,households_rb_anh_1519_pct,households_rb_anh_1519_pct_moe,households_erb_anh_1519_count,households_erb_anh_1519_count_moe,households_erb_anh_1519_count_cv,households_erb_anh_1519_pct,households_erb_anh_1519_pct_moe
BX,364627,2658,0.4,100,213585,2775,0.8,58.6,0.6,122758,2553,1.3,33.7,0.7,33995,1366,2.4,100,17266,1098,3.9,50.8,2.5,9813,895,5.5,28.9,2.4,114113,1798,1.0,100,63088,1604,1.5,55.3,1.1,35293,1368.0,2.4,30.9,1.1,202523,2250,0.7,100,125635,2709,1.3,62.0,1.1,73240,2112,1.8,36.2,1.0,8688,656,4.6,100,4526,530,7.1,52.1,4.7,2419,396,10.0,27.8,4.1,386704,2705,0.4,100,235158,3391,0.9,60.8,0.8,135537,3046,1.4,35.0,0.7,28898,1180,2.5,100,14564,858,3.6,50.4,2.1,7842,800,6.2,27.1,2.5,116258,2132,1.1,100,69088,2166,1.9,59.4,1.5,39818,1736,2.6,34.2,1.4,225511,2629,0.7,100,141553,2902,1.2,62.8,1.1,82069,2585,1.9,36.4,1.1,8979,703,4.8,100,5042,624,7.5,56.2,5.4,2764,460,10.1,30.8,4.5
BK,606381,4248,0.4,100,333737,4950,0.9,55.0,0.7,186920,3896,1.3,30.8,0.6,215269,3096,0.9,100,114316,2873,1.5,53.1,1.1,62295,1732,1.7,28.9,0.7,207527,2654,0.8,100,112904,2835,1.5,54.4,1.2,63833,2370.0,2.3,30.8,1.1,132297,2131,1.0,100,77532,2237,1.8,58.6,1.4,44079,1880,2.6,33.3,1.3,41748,1464,2.1,100,23970,1352,3.4,57.4,2.5,13802,994,4.4,33.1,2.1,638058,3786,0.4,100,342446,3919,0.7,53.7,0.5,188314,3520,1.1,29.5,0.5,231469,2408,0.6,100,113491,2199,1.2,49.0,0.8,62170,1893,1.9,26.9,0.8,206707,2600,0.8,100,115697,2605,1.4,56.0,1.0,64314,2466,2.3,31.1,1.1,131906,2181,1.0,100,75815,2291,1.8,57.5,1.5,41741,1875,2.7,31.6,1.3,50624,1433,1.7,100,28513,1213,2.6,56.3,1.8,14996,833,3.4,29.6,1.4
MN,550029,4486,0.5,100,251904,4384,1.1,45.8,0.7,124988,3200,1.6,22.7,0.6,276854,3466,0.8,100,113894,2869,1.5,41.1,0.9,55002,2337,2.6,19.9,0.8,75319,1941,1.6,100,36563,1835,3.1,48.5,2.1,18679,1425.0,4.6,24.8,1.8,126362,1903,0.9,100,67703,2108,1.9,53.6,1.5,34564,1630,2.9,27.4,1.2,59801,1983,2.0,100,28550,1778,3.8,47.7,2.5,14030,1175,5.1,23.5,1.8,553065,5324,0.6,100,251412,5488,1.3,45.5,0.9,121569,3521,1.8,22.0,0.6,269426,3872,0.9,100,107334,3291,1.9,39.8,1.1,47961,2155,2.7,17.8,0.8,71395,2109,1.8,100,36305,1680,2.8,50.9,1.8,18826,1383,4.5,26.4,1.8,134531,2933,1.3,100,70913,2841,2.4,52.7,1.8,36301,2376,4.0,27.0,1.7,64405,1931,1.8,100,30162,1798,3.6,46.8,2.4,15472,1343,5.3,24.0,2.0
QN,411515,3397,0.5,100,224365,3955,1.1,54.5,0.8,124223,3297,1.6,30.2,0.8,125410,2534,1.2,100,61882,2217,2.2,49.3,1.5,33460,1600,2.9,26.7,1.2,64741,1674,1.6,100,32295,1382,2.6,49.9,1.7,18044,1190.0,4.0,27.9,1.7,131957,2237,1.0,100,76481,2098,1.7,58.0,1.2,41769,1780,2.6,31.7,1.2,77913,2401,1.9,100,46763,2172,2.8,60.0,2.1,27009,1589,3.6,34.7,1.7,408444,3701,0.6,100,220500,3541,1.0,54.0,0.7,118262,3014,1.5,29.0,0.7,114606,2390,1.3,100,53439,2010,2.3,46.6,1.5,27685,1502,3.3,24.2,1.2,63765,1625,1.5,100,31741,1439,2.8,49.8,1.9,16103,1200,4.5,25.3,1.8,133264,2379,1.1,100,77744,2434,1.9,58.3,1.5,40346,1877,2.8,30.3,1.3,84016,2190,1.6,100,50727,1984,2.4,60.4,1.8,29953,1524,3.1,35.7,1.6
SI,46059,1830,2.4,100,24848,1305,3.2,53.9,1.9,14674,1107,4.6,31.9,2.0,21440,1236,3.5,100,10971,968,5.4,51.2,3.4,5963,751,7.7,27.8,3.1,9789,686,4.3,100,4972,599,7.3,50.8,5.0,3061,550.0,10.9,31.3,5.2,11712,886,4.6,100,7186,724,6.1,61.4,4.1,4581,601,8.0,39.1,4.2,2238,430,11.7,100,1315,333,15.4,58.8,9.7,813,257,19.3,36.3,9.1,46230,1711,2.3,100,24057,1453,3.7,52.0,2.5,13112,1059,4.9,28.4,2.0,21375,1344,3.8,100,9783,994,6.2,45.8,3.7,4969,660,8.1,23.2,2.7,8734,804,5.6,100,4931,686,8.5,56.5,5.9,2685,543,12.3,30.7,5.5,13122,1016,4.7,100,7639,909,7.2,58.2,5.3,4266,578,8.2,32.5,3.6,2380,429,11.0,100,1295,319,15.0,54.4,9.2,945,272,17.5,39.7,8.9
