,citywide,classa_net_alteration_decrease,classa_net_alteration_increase,classa_net_demolition,classa_net_new_building,net_change_pct_2010_census_housing_stock_alteration_decrease,net_change_pct_2010_census_housing_stock_alteration_increase,net_change_pct_2010_census_housing_stock_demolition,net_change_pct_2010_census_housing_stock_new_building,Unnamed: 0,fraction_area_historic,total_area_historic
0,citywide,-9811.0,31525.0,-24755.0,348557.0,-0.29,0.94,-0.73,10.34,citywide,0.0232936122725868,7.036843542275546
