citywide,units_eli_newconstruction,units_eli_preservation,units_vli_newconstruction,units_vli_preservation,units_li_newconstruction,units_li_preservation,units_mi_newconstruction,units_mi_preservation,units_midi_newconstruction,units_midi_preservation,units_oi_newconstruction,units_oi_preservation
citywide,13849,17036,7905,50894,27349,46456,4346,7584,8825,9392,284,561
