citywide,classa_net_count,classa_net_alt_decrease_count,classa_net_alt_increase_count,classa_net_demo_count,classa_net_new_count,classa_net_pct,classa_net_alt_decrease_pct,classa_net_alt_increase_pct,classa_net_demo_pct,classa_net_new_pct,total_units_2010_count
citywide,216606.0,-8269.0,27371.0,-16645.0,214149.0,6.43,-0.25,0.81,-0.49,6.35,3371062.0
