puma,access-subway-pct,access-ADA-pct
03701,0.23732629727352683,0.1364731750219877
03702,0.32807025802069817,0.12788062592042176
03703,0.12826538110580843,0.02937732664712485
03704,0.41721198916770874,0.11875628111790473
03705,0.3949448142219227,0.012402055775549752
03706,0.7564681419872271,0.27334769047972673
03707,0.5867592936007532,0.022353142563692904
03708,0.5773988355468993,0.0336420584436663
03709,0.4162961249044304,0.0010110257132509759
03710,0.6689604602628462,0.1344250788099849
03801,0.8432415254237288,0.2982997881355932
03802,0.8245107146793469,0.05913936168537734
03803,0.7745174090759913,0.13801205358474805
03804,0.7494657900984911,0.07219406760927766
03805,0.8101972989400086,0.35570709922709853
03806,0.7999518721724901,0.3203580710366734
03807,0.7767276863084922,0.4112164211438475
03808,0.9530758854729338,0.1819408077441879
03809,0.9232511553425842,0.0640842197555971
03810,0.8033274615733568,0.43862047025138595
03901,0.20519974712475988,0.025026138546453667
03902,0.1894106345708312,0.0152356331581624
03903,0.04893416217185218,0.007365695997637916
04001,0.4933345440306004,0.14853552923550142
04002,0.5982947197685378,0.116023350795286
04003,0.6137069618105406,0.003367354929650996
04004,0.568934625809712,0.15048992905381015
04005,0.3975301152612878,0.026154779443625965
04006,0.6833420448935738,0.3084618288468798
04007,0.5154389340014466,0.0
04008,0.4503280418290174,0.03306944583625614
04009,0.34437391240410775,0.019749515943236685
04010,0.36033870832518233,0.05939272839057653
04011,0.704575896897513,0.13194620425008147
04012,0.41390502440720756,0.04290903002279723
04013,0.265278685323299,0.05452783848944368
04014,0.3781514985017814,0.053171182091615074
04015,0.5231641824098624,0.08661577169854266
04016,0.47577747570089285,0.04339696093635325
04017,0.6342965944178878,0.057997149002402694
04018,0.38601545327382936,0.038833011390128555
04101,0.43690405204321175,0.08520410629965673
04102,0.3310854916824595,0.10232154137713202
04103,0.19070977743328535,0.028106891078876463
04104,0.0,0.0
04105,5.012280086211217e-06,5.012280086211217e-06
04106,0.27407286034190836,0.03077417906190641
04107,0.40166166989986873,0.05246931723917204
04108,0.4032462867358361,0.09877533289893572
04109,0.5360554537998063,0.17030212206989695
04110,0.18251082057917986,0.02730801838382937
04111,0.37030208854591906,0.032124891358740026
04112,0.11833322713225221,0.04309905374836716
04113,0.26070349292058476,0.07063308226848088
04114,0.42001046825300964,0.06395297338647984
