citywide,rent_median_0812_median,rent_median_0812_median_moe,rent_median_0812_median_cv,rent_median_0812_anh_median,rent_median_0812_anh_median_moe,rent_median_0812_anh_median_cv,rent_median_0812_bnh_median,rent_median_0812_bnh_median_moe,rent_median_0812_bnh_median_cv,rent_median_0812_hsp_median,rent_median_0812_hsp_median_moe,rent_median_0812_hsp_median_cv,rent_median_0812_wnh_median,rent_median_0812_wnh_median_moe,rent_median_0812_wnh_median_cv,rent_median_1519_median,rent_median_1519_median_moe,rent_median_1519_median_cv,rent_median_1519_anh_median,rent_median_1519_anh_median_moe,rent_median_1519_anh_median_cv,rent_median_1519_bnh_median,rent_median_1519_bnh_median_moe,rent_median_1519_bnh_median_cv,rent_median_1519_hsp_median,rent_median_1519_hsp_median_moe,rent_median_1519_hsp_median_cv,rent_median_1519_wnh_median,rent_median_1519_wnh_median_moe,rent_median_1519_wnh_median_cv,units_payingrent_0812_count,units_payingrent_0812_count_moe,units_payingrent_0812_count_cv,units_payingrent_0812_anh_count,units_payingrent_0812_anh_count_moe,units_payingrent_0812_anh_count_cv,units_payingrent_0812_bnh_count,units_payingrent_0812_bnh_count_moe,units_payingrent_0812_bnh_count_cv,units_payingrent_0812_hsp_count,units_payingrent_0812_hsp_count_moe,units_payingrent_0812_hsp_count_cv,units_payingrent_0812_wnh_count,units_payingrent_0812_wnh_count_moe,units_payingrent_0812_wnh_count_cv,units_payingrent_1519_count,units_payingrent_1519_count_moe,units_payingrent_1519_count_cv,units_payingrent_1519_anh_count,units_payingrent_1519_anh_count_moe,units_payingrent_1519_anh_count_cv,units_payingrent_1519_bnh_count,units_payingrent_1519_bnh_count_moe,units_payingrent_1519_bnh_count_cv,units_payingrent_1519_hsp_count,units_payingrent_1519_hsp_count_moe,units_payingrent_1519_hsp_count_cv,units_payingrent_1519_wnh_count,units_payingrent_1519_wnh_count_moe,units_payingrent_1519_wnh_count_cv
citywide,1309,6.0,0.3,1461,20.0,0.8,1128,10.0,0.5,1186,10,0.5,1613,14.0,0.5,1457,7,0.3,1628,23,0.8,1214,12,0.6,1298,10,0.5,1879,16,0.5,2026209,7318,0.2,198760,3303,1.0,484848,3799,0.5,616910,4512,0.4,685767,5526,0.5,2081690,8123,0.2,217819,3754,1.0,482603,4243,0.5,652304,5294,0.5,676974,5735,0.5
