citywide,pop_count,pop_pct,pop_hsp_count,pop_hsp_pct,pop_wnh_count,pop_wnh_pct,pop_bnh_count,pop_bnh_pct,pop_anh_count,pop_anh_pct,pop_onh_count,pop_onh_pct,nycha_tenants_count,nycha_tenants_wnh_count,nycha_tenants_bnh_count,nycha_tenants_hsp_count,nycha_tenants_anh_count,nycha_tenants_onh_count,nycha_tenants_pct,nycha_tenants_wnh_pct,nycha_tenants_bnh_pct,nycha_tenants_hsp_pct,nycha_tenants_anh_pct,nycha_tenants_onh_pct
citywide,8804190,5500,2490350,1582.0,2719856,1687.6,1776891,1133.6,1373502,817.9,443591,278.9,372597.0,17310.0,160372.0,168565.0,20797.0,5553.0,4.23,0.64,9.03,6.77,1.51,1.25
