citywide,units_occupied_2000_count,units_occupied_2000_count_moe,units_occupied_2000_count_cv,units_occupied_2000_pct,units_occupied_2000_pct_moe,units_occupied_owner_2000_count,units_occupied_owner_2000_count_moe,units_occupied_owner_2000_count_cv,units_occupied_owner_2000_pct,units_occupied_owner_2000_pct_moe,units_occupied_renter_2000_count,units_occupied_renter_2000_count_moe,units_occupied_renter_2000_count_cv,units_occupied_renter_2000_pct,units_occupied_renter_2000_pct_moe,units_occupied_2000_wnh_count,units_occupied_2000_wnh_count_moe,units_occupied_2000_wnh_count_cv,units_occupied_2000_wnh_pct,units_occupied_2000_wnh_pct_moe,units_occupied_owner_2000_wnh_count,units_occupied_owner_2000_wnh_count_moe,units_occupied_owner_2000_wnh_count_cv,units_occupied_owner_2000_wnh_pct,units_occupied_owner_2000_wnh_pct_moe,units_occupied_renter_2000_wnh_count,units_occupied_renter_2000_wnh_count_moe,units_occupied_renter_2000_wnh_count_cv,units_occupied_renter_2000_wnh_pct,units_occupied_renter_2000_wnh_pct_moe,units_occupied_2000_bnh_count,units_occupied_2000_bnh_count_moe,units_occupied_2000_bnh_count_cv,units_occupied_2000_bnh_pct,units_occupied_2000_bnh_pct_moe,units_occupied_owner_2000_bnh_count,units_occupied_owner_2000_bnh_count_moe,units_occupied_owner_2000_bnh_count_cv,units_occupied_owner_2000_bnh_pct,units_occupied_owner_2000_bnh_pct_moe,units_occupied_renter_2000_bnh_count,units_occupied_renter_2000_bnh_count_moe,units_occupied_renter_2000_bnh_count_cv,units_occupied_renter_2000_bnh_pct,units_occupied_renter_2000_bnh_pct_moe,units_occupied_2000_anh_count,units_occupied_2000_anh_count_moe,units_occupied_2000_anh_count_cv,units_occupied_2000_anh_pct,units_occupied_2000_anh_pct_moe,units_occupied_owner_2000_anh_count,units_occupied_owner_2000_anh_count_moe,units_occupied_owner_2000_anh_count_cv,units_occupied_owner_2000_anh_pct,units_occupied_owner_2000_anh_pct_moe,units_occupied_renter_2000_anh_count,units_occupied_renter_2000_anh_count_moe,units_occupied_renter_2000_anh_count_cv,units_occupied_renter_2000_anh_pct,units_occupied_renter_2000_anh_pct_moe,units_occupied_2000_hsp_count,units_occupied_2000_hsp_count_moe,units_occupied_2000_hsp_count_cv,units_occupied_2000_hsp_pct,units_occupied_2000_hsp_pct_moe,units_occupied_owner_2000_hsp_count,units_occupied_owner_2000_hsp_count_moe,units_occupied_owner_2000_hsp_count_cv,units_occupied_owner_2000_hsp_pct,units_occupied_owner_2000_hsp_pct_moe,units_occupied_renter_2000_hsp_count,units_occupied_renter_2000_hsp_count_moe,units_occupied_renter_2000_hsp_count_cv,units_occupied_renter_2000_hsp_pct,units_occupied_renter_2000_hsp_pct_moe
citywide,3020980,8973,0.2,100,,914418,6871,0.5,30.3,0.2,2106562,6871,0.2,69.7,0.1,1312107,7413,0.3,100,,529443,5686,0.7,40.4,0.4,782664,6552,0.5,59.6,0.4,702365,6318,0.5,100,,179189,3533,1.2,25.5,0.4,523176,5659,0.7,74.5,0.4,243750,4073,1.0,100,,85052,2474.0,1.8,34.9,0.8,158698,3337,1.3,65.1,0.8,657697,5658,0.5,100,,90935,2555,1.7,13.8,0.4,566762,5839,0.6,86.2,0.5
