citywide,homevalue_median_0812_median,homevalue_median_0812_median_moe,homevalue_median_0812_median_cv,homevalue_median_0812_anh_median,homevalue_median_0812_anh_median_moe,homevalue_median_0812_anh_median_cv,homevalue_median_0812_bnh_median,homevalue_median_0812_bnh_median_moe,homevalue_median_0812_bnh_median_cv,homevalue_median_0812_hsp_median,homevalue_median_0812_hsp_median_moe,homevalue_median_0812_hsp_median_cv,homevalue_median_0812_wnh_median,homevalue_median_0812_wnh_median_moe,homevalue_median_0812_wnh_median_cv,homevalue_median_1519_median,homevalue_median_1519_median_moe,homevalue_median_1519_median_cv,homevalue_median_1519_anh_median,homevalue_median_1519_anh_median_moe,homevalue_median_1519_anh_median_cv,homevalue_median_1519_bnh_median,homevalue_median_1519_bnh_median_moe,homevalue_median_1519_bnh_median_cv,homevalue_median_1519_hsp_median,homevalue_median_1519_hsp_median_moe,homevalue_median_1519_hsp_median_cv,homevalue_median_1519_wnh_median,homevalue_median_1519_wnh_median_moe,homevalue_median_1519_wnh_median_cv
citywide,560711,4796.0,0.5,587920,11189.0,1.2,476471,5134.0,0.7,499275,8456.0,1.0,643850,6478.0,0.6,610485,4657,0.5,655380,11005,1.0,473821,5020,0.6,502377,11502,1.4,694865,6876,0.6
