citywide,units_affordable_eli_count,units_affordable_eli_count_moe,units_affordable_eli_count_cv,units_affordable_eli_pct,units_affordable_eli_pct_moe,units_affordable_vli_count,units_affordable_vli_count_moe,units_affordable_vli_count_cv,units_affordable_vli_pct,units_affordable_vli_pct_moe,units_affordable_li_count,units_affordable_li_count_moe,units_affordable_li_count_cv,units_affordable_li_pct,units_affordable_li_pct_moe,units_affordable_mi_count,units_affordable_mi_count_moe,units_affordable_mi_count_cv,units_affordable_mi_pct,units_affordable_mi_pct_moe,units_affordable_midi_count,units_affordable_midi_count_moe,units_affordable_midi_count_cv,units_affordable_midi_pct,units_affordable_midi_pct_moe,units_affordable_hi_count,units_affordable_hi_count_moe,units_affordable_hi_count_cv,units_affordable_hi_pct,units_affordable_hi_pct_moe
citywide,289640,5368,1.1,13.9,0.3,283077,5176,1.1,13.6,0.2,745637,7365,0.6,35.8,0.3,482597,5526,0.7,23.2,0.2,175164,4686,1.6,8.4,0.2,105575,3048.0,1.8,5.1,0.1
