citywide,units_threemainteinance,units_threemainteinance_cv,units_threemainteinance_moe,units_threemainteinance_pct,units_threemainteinance_pct_moe,units_occu,units_occu_cv,units_occu_moe
citywide,"308,129",3,"19,990",11.2%,0.7%,3109955,0,17171
