citywide,units_threemaintenance,units_threemaintenance_cv,units_threemaintenance_moe,units_threemaintenance_pct,units_threemaintenance_pct_moe,units_occu,units_occu_cv,units_occu_moe
citywide,308129,3,19990,11.2,0.7,3109955,0,17171
