borough,fraction_area_historic,total_area_historic
BK,0.031064388601852677,2.155264826286639
BX,0.00952900618005214,0.4057907056270209
MN,0.12368539173462235,2.8244331336144777
QN,0.009528167420981445,1.0392871863549742
SI,0.010513546815434538,0.6120676903924341
