citywide,pop_count,pop_pct,pop_hsp_count,pop_hsp_pct,pop_wnh_count,pop_wnh_pct,pop_bnh_count,pop_bnh_pct,pop_anh_count,pop_anh_pct,pop_onh_count,pop_onh_pct
citywide,8804190,100,2490350,28.3,2719856,30.9,1776891,20.2,1373502,15.6,443591,5.0
