,citywide,GeogType,total_pop_20,total_pop_20_pct,total_pop_20_hsp,total_pop_20_hsp_pct,total_pop_20_wnh,total_pop_20_wnh_pct,total_pop_20_bnh,total_pop_20_bnh_pct,total_pop_20_anh,total_pop_20_anh_pct,total_pop_20_onh,total_pop_20_onh_pct,total_pop_10,total_pop_10_pct,total_pop_10_hsp,total_pop_10_hsp_pct,total_pop_10_wnh,total_pop_10_wnh_pct,total_pop_10_bnh,total_pop_10_bnh_pct,total_pop_10_anh,total_pop_10_anh_pct,total_pop_10_onh,total_pop_10_onh_pct,total_pop_00,total_pop_00_pct,total_pop_00_hsp,total_pop_00_hsp_pct,total_pop_00_wnh,total_pop_00_wnh_pct,total_pop_00_bnh,total_pop_00_bnh_pct,total_pop_00_anh,total_pop_00_anh_pct,total_pop_00_onh,total_pop_00_onh_pct
0,citywide,NYC,8804190,100,2490350,28.3,2719856,30.9,1776891,20.2,1373502,15.6,443591,5.0,8175133,100,2336076,28.6,2722904,33.3,1861295,22.8,1028119,12.6,226739,2.8,8008278,100,2160554,27.0,2801267,35.0,1962154,24.5,780229,9.7,304074,3.8
