citywide,age-median,age-median-CV,age-median-MOE,anh-age-median,anh-age-median-CV,anh-age-median-MOE,bnh-age-median,bnh-age-median-CV,bnh-age-median-MOE,hsp-age-median,hsp-age-median-CV,hsp-age-median-MOE,onh-age-median,onh-age-median-CV,onh-age-median-MOE,wnh-age-median,wnh-age-median-CV,wnh-age-median-MOE
citywide,36.0,0.0,0.0,38.0,0.0,0.0,37.0,0.006005536768456433,0.28476698675938705,33.0,0.0,0.0,29.0,0.0,0.0,39.0,0.0,0.0
