citywide,age-median,age-median-moe,age-median-cv,age-anh-median,age-anh-median-moe,age-anh-median-cv,age-bnh-median,age-bnh-median-moe,age-bnh-median-cv,age-hsp-median,age-hsp-median-moe,age-hsp-median-cv,age-onh-median,age-onh-median-moe,age-onh-median-cv,age-wnh-median,age-wnh-median-moe,age-wnh-median-cv
citywide,36.064095180424346,0.2309675982512644,0.49973518986736604,35.8428427981006,0.6828699978601029,1.4866183844851497,39.06415086403651,1.183600386452955,2.364234901858246,35.584306865028786,0.39586400831696167,0.8680633520337816,29.259425679347828,0.8721825119528175,2.32597740525362,36.596609405529655,0.33176695400935274,0.7073855582484271
