citywide,total_pop,total_pop_pct,pop_hsp,pop_hsp_pct,pop_wnh,pop_wnh_pct,pop_bnh,pop_bnh_pct,pop_anh,pop_anh_pct,pop_onh,pop_onh_pct
citywide,8175133,100,2336076,28.6,2722904,33.3,1861295,22.8,1028119,12.6,226739,2.8
