citywide,age-median,age-median-CV,age-median-MOE,anh-age-median,anh-age-median-CV,anh-age-median-MOE,bnh-age-median,bnh-age-median-CV,bnh-age-median-MOE,hsp-age-median,hsp-age-median-CV,hsp-age-median-MOE,onh-age-median,onh-age-median-CV,onh-age-median-MOE,wnh-age-median,wnh-age-median-CV,wnh-age-median-MOE
citywide,35.0,0.0,0.0,36.0,0.01344785884099796,0.6204284838325343,35.0,0.0,0.0,31.0,0.0,0.0,30.0,0.007406828681096327,0.2847669867593894,39.0,0.0,0.0
