puma,lep_count,lep_count_moe,lep_count_cv,lep_pct,lep_pct_moe,lep_anh_count,lep_anh_count_moe,lep_anh_count_cv,lep_anh_pct,lep_anh_pct_moe,lep_bnh_count,lep_bnh_count_moe,lep_bnh_count_cv,lep_bnh_pct,lep_bnh_pct_moe,lep_hsp_count,lep_hsp_count_moe,lep_hsp_count_cv,lep_hsp_pct,lep_hsp_pct_moe,lep_wnh_count,lep_wnh_count_moe,lep_wnh_count_cv,lep_wnh_pct,lep_wnh_pct_moe,fb_count,fb_count_moe,fb_count_cv,fb_pct,fb_pct_moe,fb_anh_count,fb_anh_count_moe,fb_anh_count_cv,fb_anh_pct,fb_anh_pct_moe,fb_bnh_count,fb_bnh_count_moe,fb_bnh_count_cv,fb_bnh_pct,fb_bnh_pct_moe,fb_hsp_count,fb_hsp_count_moe,fb_hsp_count_cv,fb_hsp_pct,fb_hsp_pct_moe,fb_wnh_count,fb_wnh_count_moe,fb_wnh_count_cv,fb_wnh_pct,fb_wnh_pct_moe,age_popu16_count,age_popu16_count_moe,age_popu16_count_cv,age_popu16_pct,age_popu16_pct_moe,age_p16t64_count,age_p16t64_count_moe,age_p16t64_count_cv,age_p16t64_pct,age_p16t64_pct_moe,age_p65pl_count,age_p65pl_count_moe,age_p65pl_count_cv,age_p65pl_pct,age_p65pl_pct_moe,age_popu16_anh_count,age_popu16_anh_count_moe,age_popu16_anh_count_cv,age_popu16_anh_pct,age_popu16_anh_pct_moe,age_popu16_bnh_count,age_popu16_bnh_count_moe,age_popu16_bnh_count_cv,age_popu16_bnh_pct,age_popu16_bnh_pct_moe,age_popu16_hsp_count,age_popu16_hsp_count_moe,age_popu16_hsp_count_cv,age_popu16_hsp_pct,age_popu16_hsp_pct_moe,age_popu16_wnh_count,age_popu16_wnh_count_moe,age_popu16_wnh_count_cv,age_popu16_wnh_pct,age_popu16_wnh_pct_moe,age_p16t64_anh_count,age_p16t64_anh_count_moe,age_p16t64_anh_count_cv,age_p16t64_anh_pct,age_p16t64_anh_pct_moe,age_p16t64_bnh_count,age_p16t64_bnh_count_moe,age_p16t64_bnh_count_cv,age_p16t64_bnh_pct,age_p16t64_bnh_pct_moe,age_p16t64_hsp_count,age_p16t64_hsp_count_moe,age_p16t64_hsp_count_cv,age_p16t64_hsp_pct,age_p16t64_hsp_pct_moe,age_p16t64_wnh_count,age_p16t64_wnh_count_moe,age_p16t64_wnh_count_cv,age_p16t64_wnh_pct,age_p16t64_wnh_pct_moe,age_p65pl_anh_count,age_p65pl_anh_count_moe,age_p65pl_anh_count_cv,age_p65pl_anh_pct,age_p65pl_anh_pct_moe,age_p65pl_bnh_count,age_p65pl_bnh_count_moe,age_p65pl_bnh_count_cv,age_p65pl_bnh_pct,age_p65pl_bnh_pct_moe,age_p65pl_hsp_count,age_p65pl_hsp_count_moe,age_p65pl_hsp_count_cv,age_p65pl_hsp_pct,age_p65pl_hsp_pct_moe,age_p65pl_wnh_count,age_p65pl_wnh_count_moe,age_p65pl_wnh_count_cv,age_p65pl_wnh_pct,age_p65pl_wnh_pct_moe,age_median_median,age_median_median_moe,age_median_median_cv,age_median_anh_median,age_median_anh_median_moe,age_median_anh_median_cv,age_median_bnh_median,age_median_bnh_median_moe,age_median_bnh_median_cv,age_median_hsp_median,age_median_hsp_median_moe,age_median_hsp_median_cv,age_median_wnh_median,age_median_wnh_median_moe,age_median_wnh_median_cv
03901,10719,1157,6.6,6.9,0.7,2824,526,11.3,37.1,5.1,0,,,,,1174,351,18.2,7.4,2.1,6595,912,8.4,5.1,0.7,26725,1853,4.2,16.2,1.1,5059,650,7.8,63.8,1.8,477,282,36.0,34.2,16.1,2167,477,13.4,12.3,2.5,18788,1789,5.8,13.9,1.3,31320,1071,2.1,19.0,0.6,104964,1793,1.0,63.7,0.6,28391,747,1.6,17.2,0.4,1489,361,14.7,18.8,3.9,176,147,50.7,12.6,9.5,5484,875,9.7,31.1,4.1,23126,940,2.5,17.1,0.6,5103,638,7.6,64.4,11.4,1074,415,23.5,77.0,10.9,10471,905,5.3,59.4,7.4,86985,1631,1.1,64.3,0.7,1335,284,12.9,16.8,2.9,145,104,43.7,10.4,6.5,1680,395,14.3,9.5,2.1,25137,665,1.6,18.6,0.4,41.8,0.7,1.1,42.7,3.4,4.8,41.3,5.3,7.7,30.7,1.9,3.7,43.7,0.8,1.1
03902,18784,1614,5.2,14.4,1.2,7789,977,7.6,41.0,4.5,0,,,,,2156,530,15.0,11.6,2.7,8647,1053,7.4,10.1,1.2,40608,2323,3.5,29.4,1.6,13666,928,4.1,68.4,1.5,1708,574,20.4,34.0,9.0,3970,791,12.1,19.8,3.6,20418,1691,5.0,22.7,1.8,26230,1094,2.5,19.0,0.7,88421,1672,1.1,63.9,0.6,23686,942,2.4,17.1,0.6,3417,566,10.1,17.1,2.6,1025,465,27.6,20.4,8.2,4739,781,10.0,23.6,3.4,15497,918,3.6,17.2,1.0,13669,759,3.4,68.4,5.8,3578,639,10.8,71.1,19.3,14014,1235,5.4,69.8,1.9,55627,1338,1.5,61.7,0.8,2886,290,6.1,14.5,1.1,426,162,23.2,8.5,2.7,1311,276,12.8,6.5,1.3,18966,828,2.7,21.1,0.8,41.1,0.8,1.2,41.1,1.9,2.7,35.2,2.8,4.8,31.3,1.9,3.7,44.9,1.0,1.4
03903,20669,1411,4.1,12.8,0.8,6443,814,7.7,43.7,4.7,585,202.0,21.0,1.7,0.6,9793,996,6.2,21.4,2.0,3680,639,10.6,5.9,1.0,44364,2140,2.9,25.8,1.2,11438,854,4.5,73.8,2.5,9498,1320,8.4,25.1,3.4,13175,1355,6.3,26.3,2.5,9676,1219,7.7,15.0,1.8,34306,1172,2.1,20.0,0.6,114194,2255,1.2,66.5,0.7,23341,677,1.8,13.6,0.3,2409,365,9.2,15.5,2.1,8550,731,5.2,22.6,1.7,13454,812,3.7,26.9,1.3,8653,700,4.9,13.4,1.0,10949,734,4.1,70.6,0.7,25400,878,2.1,67.2,3.5,33293,1408,2.6,66.5,1.3,42095,1517,2.2,65.3,1.3,2141,311,8.8,13.8,1.8,3866,197,3.1,10.2,0.3,3324,334,6.1,6.6,0.6,13730,600,2.7,21.3,0.7,37.4,0.7,1.2,40.0,2.5,3.8,33.6,1.6,2.8,30.1,1.2,2.4,46.9,1.1,1.5
04001,31081,1925,3.8,20.8,1.2,4059,700,10.5,38.1,5.9,182,203.0,67.7,3.1,3.4,10504,973,5.6,29.5,2.3,16119,1393,5.3,17.3,1.4,38266,2118,3.4,23.5,1.2,7615,774,6.2,69.4,4.7,1254,462,22.4,20.7,7.0,10694,1114,6.3,28.4,2.6,17874,1265,4.3,17.3,1.2,32202,1691,3.2,19.8,1.0,114273,2140,1.1,70.3,1.9,16155,846,3.2,9.9,0.5,866,286,20.0,7.9,2.5,832,290,21.2,13.8,4.4,6141,904,9.0,16.3,2.3,23016,1363,3.6,22.3,1.2,8978,697,4.7,81.8,1.6,4375,698,9.7,72.3,5.2,25427,1394,3.3,67.5,1.4,72339,1840,1.5,70.0,0.6,1135,269,14.4,10.3,2.3,840,224,16.2,13.9,3.1,6122,574,5.7,16.2,1.3,7991,623,4.7,7.7,0.6,32.3,0.4,0.7,35.5,1.4,2.4,35.6,2.8,4.8,36.5,1.4,2.3,31.2,0.4,0.8
04002,28164,1870,4.0,23.0,1.5,2054,484,14.3,32.3,6.7,588,301.0,31.1,2.6,1.3,24245,1853,4.6,36.6,2.6,929,310,20.3,3.8,1.3,39687,2225,3.4,30.7,1.6,4113,594,8.8,62.6,5.5,4307,814,11.5,18.2,3.2,26743,1976,4.5,37.5,2.5,3429,614,10.9,13.9,2.4,22355,1206,3.3,17.3,0.9,94920,2126,1.4,73.4,0.6,12055,673,3.4,9.3,0.5,660,248,22.9,10.0,3.6,4105,610,9.0,17.3,2.3,16232,1002,3.8,22.7,1.2,890,359,24.5,3.6,1.4,5295,608,7.0,80.6,0.8,16650,1312,4.8,70.3,2.4,47233,1734,2.2,66.2,1.3,23283,1095,2.9,94.6,6.4,616,195,19.2,9.4,2.8,2933,417,8.6,12.4,1.5,7921,602,4.6,11.1,0.8,439,162,22.4,1.8,0.7,31.2,0.5,1.0,32.2,1.9,3.6,34.5,1.6,2.9,32.3,0.9,1.7,29.1,0.4,0.8
04003,14840,1795,7.4,10.9,1.3,1463,379,15.7,31.5,7.0,1705,625.0,22.3,2.5,0.9,6439,933,8.8,25.8,3.4,5233,1164,13.5,14.7,3.2,27576,1664,3.7,18.5,1.0,2850,469,10.0,56.8,4.9,12379,1160,5.7,17.2,1.5,8076,973,7.3,29.7,3.1,3915,579,9.0,9.5,1.3,33855,1613,2.9,22.7,1.0,100541,2154,1.3,67.4,2.0,14734,600,2.5,9.9,0.3,783,312,24.3,15.6,5.8,12597,1157,5.6,17.5,1.5,6496,699,6.5,23.9,2.1,12884,981,4.6,31.4,2.0,4007,552,8.4,79.8,15.7,48340,1626,2.0,67.0,0.9,18212,1175,3.9,66.9,1.5,27461,1198,2.7,66.9,0.1,231,122,32.2,4.6,2.3,11170,549,3.0,15.5,0.6,2507,322,7.8,9.2,1.0,681,173,15.4,1.7,0.4,31.4,0.5,1.0,29.9,1.7,3.4,38.2,1.1,1.7,31.2,1.5,2.9,27.1,0.6,1.3
04004,10572,1077,6.2,8.0,0.8,3678,491,8.1,27.4,3.1,368,207.0,34.2,1.1,0.6,4098,673,10.0,22.1,3.2,2231,614,16.7,3.5,1.0,26733,1297,2.9,18.8,0.9,8359,749,5.4,59.8,3.6,5006,945,11.5,14.5,2.6,4563,632,8.4,23.0,2.7,7965,764,5.8,11.7,1.1,23317,1226,3.2,16.4,0.8,103987,1809,1.1,73.1,0.4,15027,621,2.5,10.6,0.4,1299,337,15.8,9.3,2.3,5286,777,8.9,15.3,2.1,4008,675,10.2,20.2,3.1,10407,745,4.4,15.2,1.0,11637,781,4.1,83.3,1.0,22920,1401,3.7,66.5,1.9,13506,1036,4.7,68.2,1.8,52586,1392,1.6,77.0,0.7,1040,320,18.7,7.4,2.2,6237,466,4.5,18.1,0.9,2285,323,8.6,11.5,1.4,5258,433,5.0,7.7,0.6,34.4,0.4,0.7,33.7,1.1,2.1,40.9,1.9,2.9,33.6,1.4,2.6,34.0,0.4,0.8
04005,5790,818,8.6,5.4,0.8,1166,348,18.2,13.8,3.9,161,200.0,75.3,1.8,2.2,3555,704,12.0,22.5,4.2,834,257,18.7,1.2,0.4,19448,1391,4.3,16.5,1.1,4483,577,7.8,50.8,4.6,1363,375,16.7,14.1,3.5,4461,690,9.4,25.9,3.6,8752,922,6.4,11.5,1.2,23898,1172,3.0,20.3,0.9,81232,1673,1.3,69.0,0.4,12665,746,3.6,10.8,0.6,984,290,17.9,11.1,3.1,1904,485,15.5,19.7,4.5,3375,550,9.9,19.6,2.9,14452,998,4.2,19.0,1.2,7238,657,5.5,82.0,10.6,6431,751,7.1,66.6,2.2,11235,866,4.7,65.1,2.1,53834,1409,1.6,70.7,0.4,605,202,20.3,6.9,2.2,1321,291,13.4,13.7,2.6,2646,324,7.5,15.3,1.5,7889,658,5.1,10.4,0.8,36.1,0.5,0.9,35.8,1.3,2.3,33.8,1.9,3.4,38.5,2.1,3.3,36.9,0.6,1.0
04006,8093,974,7.3,6.4,0.8,1122,364,19.7,23.0,6.9,2337,598.0,15.6,3.4,0.9,3236,642,12.1,19.8,3.7,1126,331,17.9,3.6,1.1,35110,1907,3.3,26.2,1.3,2919,439,9.1,58.7,5.1,21523,1657,4.7,29.3,2.1,6054,758,7.6,34.9,3.6,3734,495,8.1,11.3,1.4,22494,1115,3.0,16.8,0.8,95559,2194,1.4,71.3,0.9,16027,931,3.5,12.0,0.7,330,178,32.7,6.6,3.5,12533,1073,5.2,17.1,1.4,3329,623,11.4,19.2,3.3,4635,593,7.8,14.0,1.7,4220,506,7.3,84.9,14.6,49154,1700,2.1,66.9,1.4,12372,904,4.4,71.4,1.1,26605,1107,2.5,80.3,1.0,423,180,25.9,8.5,3.5,11762,865,4.5,16.0,1.1,1623,392,14.7,9.4,2.2,1904,341,10.9,5.7,1.0,34.4,0.5,0.9,32.6,1.7,3.1,39.4,1.2,1.8,33.3,1.8,3.2,31.9,0.6,1.1
04007,9839,1090,6.7,9.1,1.0,618,249,24.5,47.5,11.9,1525,439.0,17.5,2.0,0.6,7172,959,8.1,29.2,3.3,357,159,27.0,10.6,4.4,34195,2073,3.7,29.3,1.7,844,268,19.3,61.1,27.7,23892,1672,4.3,28.8,1.8,7909,952,7.3,29.9,2.9,680,257,22.9,19.1,6.5,24301,1165,2.9,20.9,0.9,78300,2060,1.6,67.2,1.0,13944,753,3.3,12.0,0.6,240,159,40.4,17.4,10.1,17133,1003,3.6,20.6,1.1,5985,772,7.8,22.6,2.4,543,277,31.0,15.2,7.4,970,326,20.5,70.2,6.4,55864,1731,1.9,67.2,0.9,17316,1403,4.9,65.5,2.6,2749,412,9.1,77.2,17.2,172,129,45.7,12.4,8.4,10074,713,4.3,12.1,0.8,3140,471,9.1,11.9,1.6,271,125,28.0,7.6,3.3,35.5,0.8,1.4,41.0,8.3,12.3,36.1,1.0,1.6,34.1,1.8,3.2,32.0,2.9,5.4
04008,23137,1462,3.8,15.6,0.9,2796,589,12.8,41.8,6.1,1629,442.0,16.5,2.1,0.6,16036,1251,4.7,29.6,2.0,2351,495,12.8,36.9,6.5,56016,2459,2.7,34.7,1.3,4794,699,8.9,66.7,14.4,23750,1945,5.0,28.3,2.1,22956,1630,4.3,38.1,2.2,3076,567,11.2,46.4,6.7,37587,1756,2.8,23.3,1.0,103960,2321,1.4,64.4,0.3,19798,1024,3.1,12.3,0.6,1435,422,17.9,20.0,4.9,18420,1229,4.1,21.9,1.3,15999,1158,4.4,26.5,1.6,799,254,19.4,12.1,3.6,4707,754,9.7,65.5,1.0,55398,2023,2.2,66.0,0.9,38612,1710,2.7,64.0,1.2,3206,505,9.6,48.4,5.2,1048,297,17.2,14.6,3.4,10107,711,4.3,12.0,0.7,5677,550,5.9,9.4,0.8,2622,373,8.7,39.6,3.3,34.4,0.7,1.2,37.6,3.0,4.8,34.9,1.0,1.7,32.1,1.0,1.9,55.7,3.8,4.1
04009,22355,1471,4.0,11.6,0.7,4114,519,7.7,42.7,3.0,10280,982.0,5.8,8.6,0.8,3639,563,9.4,21.5,2.8,4086,724,10.8,9.5,1.6,84237,2077,1.5,41.0,0.8,7088,783,6.7,68.7,2.3,61367,1858,1.8,48.2,1.1,5632,716,7.7,30.8,2.9,8510,900,6.4,18.6,1.8,42190,1706,2.5,20.5,0.8,131650,2285,1.1,64.0,0.6,31715,972,1.9,15.4,0.4,1930,390,12.3,18.7,3.2,24673,1215,3.0,19.4,0.9,4508,584,7.9,24.7,2.4,9924,733,4.5,21.7,1.4,6892,738,6.5,66.8,1.3,85553,1863,1.3,67.1,0.6,11566,1074,5.6,63.3,2.4,25412,1226,2.9,55.5,1.6,1500,277,11.2,14.5,2.2,17212,721,2.5,13.5,0.5,2193,317,8.8,12.0,1.4,10478,619,3.6,22.9,1.0,39.1,0.7,1.1,39.9,2.7,4.2,37.7,0.9,1.5,35.5,2.5,4.4,44.6,1.4,2.0
04010,9785,1044,6.5,7.7,0.8,402,159,24.1,26.4,7.4,6434,854.0,8.1,5.9,0.8,2485,518,12.7,25.8,4.2,257,180,42.5,7.1,4.8,68526,2453,2.2,50.8,1.6,997,310,18.9,63.3,7.6,60421,2040,2.1,51.8,1.4,4939,826,10.2,49.0,5.1,787,317,24.5,20.1,7.0,25666,1211,2.9,19.0,0.8,87699,1917,1.3,65.0,0.8,21523,975,2.8,16.0,0.7,244,126,31.3,15.5,6.6,21416,1105,3.1,18.4,0.9,2321,560,14.7,23.0,4.7,947,437,28.1,24.2,10.0,1146,366,19.4,72.7,10.2,76211,1773,1.4,65.3,0.7,6177,854,8.4,61.2,2.6,2535,421,10.1,64.9,17.1,186,102,33.3,11.8,5.5,19004,875,2.8,16.3,0.7,1587,309,11.8,15.7,2.3,425,187,26.7,10.9,4.2,39.1,0.9,1.3,34.0,7.0,12.6,39.8,0.9,1.4,37.4,3.6,5.9,31.2,2.5,5.0
04011,9365,1283,8.3,9.2,1.2,436,208,28.9,19.9,8.9,5064,1089.0,13.1,7.9,1.7,2238,510,13.9,24.9,5.0,1603,501,19.0,6.8,2.1,43901,2290,3.2,40.7,1.8,1362,279,12.5,61.7,8.2,33425,2187,4.0,50.0,2.7,4049,710,10.7,42.2,5.7,4179,633,9.2,16.1,2.3,19515,1353,4.2,18.1,1.2,72987,2053,1.7,67.7,0.7,15347,638,2.5,14.2,0.5,121,79,39.8,5.5,3.5,10667,969,5.5,15.9,1.3,1679,441,16.0,17.5,4.2,6079,831,8.3,23.4,2.9,1895,319,10.2,85.8,5.5,44063,1851,2.6,65.9,1.3,6608,759,7.0,68.8,2.1,18551,988,3.2,71.3,5.5,193,119,37.6,8.7,5.2,12181,720,3.6,18.2,0.8,1314,235,10.9,13.7,1.9,1378,247,10.9,5.3,0.9,35.3,0.8,1.4,30.3,2.0,4.0,41.9,1.2,1.8,35.0,2.2,3.7,28.8,0.6,1.4
04012,62631,2441,2.4,48.2,1.5,30182,1705,3.4,74.4,2.4,121,123.0,61.8,3.2,3.2,28197,1681,3.6,55.3,2.4,3786,618,9.9,11.9,1.9,64730,2445,2.3,46.2,1.4,31627,1670,3.2,72.2,1.7,1121,393,21.3,29.0,8.4,24720,1688,4.2,44.8,2.4,6463,758,7.1,18.9,2.1,30924,1555,3.1,22.1,1.0,93802,2315,1.5,66.9,0.6,15448,754,3.0,11.0,0.5,9233,787,5.2,21.1,1.5,369,231,38.1,9.5,5.7,13593,937,4.2,24.6,1.4,6466,798,7.5,18.9,2.2,30140,1430,2.9,68.9,0.4,3070,616,12.2,79.3,3.7,36198,1546,2.6,65.6,0.7,22670,944,2.5,66.3,4.0,4402,511,7.1,10.1,1.1,430,155,21.9,11.1,3.4,5367,525,6.0,9.7,0.9,5066,425,5.1,14.8,1.1,35.0,0.6,1.0,36.5,1.2,2.0,39.5,4.0,6.2,32.0,1.0,1.9,38.0,1.1,1.8
04013,31698,1634,3.1,27.6,1.3,15919,1071,4.1,56.5,2.9,126,126.0,60.7,4.7,4.6,6501,975,9.1,34.6,4.7,8926,841,5.7,14.3,1.3,47331,2072,2.7,38.6,1.5,20734,1103,3.2,69.1,2.0,927,315,20.7,32.3,8.8,7272,816,6.8,34.7,3.1,17716,1359,4.7,26.9,1.9,21616,1137,3.2,17.6,0.9,79759,1639,1.2,65.0,0.6,21340,830,2.4,17.4,0.6,5650,485,5.2,18.8,1.4,587,273,28.2,20.5,8.5,5003,642,7.8,23.9,2.6,9358,784,5.1,14.2,1.1,20472,1043,3.1,68.2,1.7,2004,338,10.3,69.9,18.6,14002,947,4.1,66.9,0.9,41529,1260,1.8,63.1,0.9,3877,416,6.5,12.9,1.3,277,171,37.5,9.7,5.6,1923,327,10.3,9.2,1.4,14916,606,2.5,22.7,0.7,40.2,0.9,1.3,38.5,1.8,2.8,33.0,2.3,4.1,32.7,1.3,2.4,45.7,1.3,1.7
04014,39884,2167,3.3,29.5,1.5,11293,1153,6.2,56.5,3.9,226,167.0,45.0,6.4,4.6,5967,768,7.8,41.5,4.1,21618,1741,4.9,22.9,1.8,43730,1899,2.6,28.3,1.1,14970,1153,4.7,68.2,0.5,1199,364,18.5,32.3,7.3,6567,829,7.7,42.0,4.1,19401,1147,3.6,17.7,0.9,52069,1858,2.2,33.7,1.0,83772,1910,1.4,54.2,0.6,18843,947,3.1,12.2,0.6,5567,631,6.9,25.4,2.1,479,313,39.7,12.9,8.0,3414,571,10.2,21.9,3.2,41180,1773,2.6,37.5,1.3,14551,1058,4.4,66.3,7.0,2520,551,13.3,68.0,5.3,10599,1011,5.8,67.9,3.5,54137,1607,1.8,49.3,0.8,1838,297,9.8,8.4,1.2,708,218,18.8,19.1,4.4,1608,308,11.6,10.3,1.8,14530,817,3.4,13.2,0.7,28.4,0.8,1.6,33.2,1.2,2.2,38.4,5.0,8.0,33.7,2.1,3.7,25.1,1.0,2.5
04015,34333,2301,4.1,23.6,1.5,7286,1130,9.4,50.6,6.1,6285,1293.0,12.5,13.8,2.8,7843,1190,9.2,35.5,4.6,11983,1312,6.7,20.3,2.1,65936,2334,2.2,41.9,1.3,10927,1209,6.7,67.4,3.4,24054,1325,3.3,49.6,2.0,9986,1248,7.6,41.8,4.0,18833,1503,4.9,29.5,2.1,35241,1461,2.5,22.4,0.9,100858,1905,1.1,64.1,0.6,21358,799,2.3,13.6,0.5,4150,633,9.3,25.6,3.0,9252,901,5.9,19.1,1.7,5927,798,8.2,24.8,2.7,14479,998,4.2,22.7,1.4,10625,1062,6.1,65.5,1.2,32277,1538,2.9,66.6,1.9,16297,1437,5.4,68.1,2.5,38399,1386,2.2,60.1,0.6,1447,235,9.9,8.9,1.2,6961,597,5.2,14.4,1.1,1692,291,10.5,7.1,1.1,11001,624,3.5,17.2,0.8,34.8,0.6,1.1,31.1,1.8,3.4,38.6,1.3,2.0,30.6,1.2,2.4,36.1,1.2,2.0
04016,51123,2279,2.7,36.6,1.5,15456,1143,4.5,60.4,2.7,296,160.0,32.9,5.4,2.8,5085,902,10.8,39.0,6.0,28348,1560,3.3,30.9,1.5,74916,2168,1.8,49.6,1.2,19749,1215,3.7,73.4,0.8,1410,488,21.1,22.9,7.2,6053,869,8.7,41.6,4.6,45293,1870,2.5,45.9,1.5,30412,1343,2.7,20.1,0.8,92717,1801,1.2,61.4,0.6,27847,746,1.6,18.4,0.4,4201,565,8.2,15.6,1.9,1383,374,16.4,22.5,5.1,3825,577,9.2,26.3,3.1,19189,1258,4.0,19.4,1.2,18697,1115,3.6,69.5,5.9,4081,616,9.2,66.4,2.5,9794,979,6.1,67.3,2.6,57636,1563,1.6,58.4,0.8,4021,378,5.7,14.9,1.1,681,200,17.9,11.1,2.8,931,235,15.3,6.4,1.5,21912,745,2.1,22.2,0.5,39.9,0.8,1.3,42.4,2.0,2.8,32.5,2.6,4.8,30.3,2.1,4.1,42.6,1.1,1.6
04017,84205,2401,1.7,48.0,1.2,44726,1743,2.4,62.1,1.5,338,235.0,42.2,16.8,11.2,13807,1545,6.8,49.8,4.3,23134,1365,3.6,33.7,1.7,105650,2213,1.3,55.9,0.9,53672,1751,2.0,69.5,0.7,692,243,21.4,32.6,9.5,13641,1484,6.6,44.3,3.6,34609,1671,2.9,47.2,1.8,36910,1423,2.3,19.5,0.7,122835,1830,0.9,65.0,0.5,29324,791,1.6,15.5,0.4,14118,1008,4.3,18.3,1.2,225,145,39.2,10.6,6.5,8393,1015,7.4,27.3,2.6,12211,916,4.6,16.7,1.1,52521,1538,1.8,68.0,2.9,1485,356,14.6,70.0,9.6,21119,1572,4.5,68.6,1.2,44141,1641,2.3,60.2,1.3,10557,648,3.7,13.7,0.7,411,161,23.9,19.4,6.6,1261,215,10.4,4.1,0.6,16939,740,2.7,23.1,0.7,38.8,0.6,1.0,40.5,1.1,1.6,41.6,3.0,4.4,29.6,1.0,2.0,44.6,1.2,1.6
04018,50447,2348,2.8,47.4,2.0,9501,1059,6.8,61.9,4.1,492,286.0,35.3,4.4,2.5,6653,1154,10.5,41.8,6.1,32273,1772,3.3,53.1,2.5,61617,2302,2.3,54.3,1.6,12101,1137,5.7,72.4,1.7,2062,570,16.8,16.9,4.3,4860,760,9.5,28.0,3.5,40824,1830,2.7,64.1,2.1,20254,1463,4.4,17.9,1.2,64733,1929,1.8,57.1,1.1,28453,907,1.9,25.1,0.6,3570,532,9.1,21.4,2.5,2966,608,12.5,24.3,4.2,4676,723,9.4,27.0,3.3,8131,915,6.8,12.8,1.4,10882,1040,5.8,65.1,1.9,7683,967,7.7,62.9,4.0,10821,1192,6.7,62.4,3.4,33230,1484,2.7,52.2,1.7,2254,401,10.8,13.5,2.1,1567,361,14.0,12.8,2.6,1832,404,13.4,10.6,2.1,22306,929,2.5,35.0,1.0,45.5,1.1,1.4,38.3,2.3,3.7,34.2,2.6,4.6,30.0,2.0,4.1,54.5,1.3,1.5
04101,34740,1655,2.9,22.3,1.0,9004,884,6.0,36.6,2.9,317,131.0,25.2,3.1,1.2,14991,1171,4.8,38.2,2.5,9927,869,5.3,12.8,1.1,62053,2386,2.3,37.8,1.3,17213,1169,4.1,67.4,2.4,1842,537,17.7,16.6,4.5,18809,1231,4.0,45.1,2.2,22941,1350,3.6,28.3,1.5,22249,1178,3.2,13.6,0.7,119440,2119,1.1,72.8,0.4,22291,939,2.6,13.6,0.5,3303,422,7.8,12.9,1.5,2438,655,16.3,22.0,5.4,6806,729,6.5,16.3,1.6,8232,690,5.1,10.2,0.8,19385,1215,3.8,75.9,1.9,7461,749,6.1,67.3,10.0,29710,1331,2.7,71.3,0.6,60013,1590,1.6,74.0,0.9,2868,343,7.3,11.2,1.2,1192,252,12.9,10.7,1.9,5161,461,5.4,12.4,1.0,12834,702,3.3,15.8,0.8,35.3,0.5,0.9,34.8,1.0,1.8,32.6,2.4,4.4,36.3,1.1,1.8,35.8,0.7,1.2
04102,79686,2436,1.9,50.0,1.2,15160,1306,5.2,53.0,3.5,241,116.0,29.2,3.0,1.4,61099,2523,2.5,58.7,1.6,2778,564,12.3,16.4,3.2,103013,3020,1.8,60.0,1.3,22658,1427,3.8,75.6,2.1,2371,495,12.7,28.1,5.0,71490,2947,2.5,63.1,1.6,5651,775,8.3,31.7,3.9,33967,1386,2.5,19.8,0.7,115566,2705,1.4,67.3,0.8,22137,826,2.3,12.9,0.4,4554,628,8.4,15.2,1.9,842,279,20.1,10.0,3.1,25377,1433,3.4,22.4,1.0,2595,459,10.7,14.6,2.4,20738,1214,3.6,69.2,1.0,5068,635,7.6,60.0,3.5,77313,2682,2.1,68.2,0.9,11130,804,4.4,62.5,2.3,4672,480,6.2,15.6,1.3,2532,307,7.4,30.0,1.5,10659,832,4.7,9.4,0.7,4094,443,6.6,23.0,2.0,37.0,0.6,0.9,41.5,1.5,2.2,51.0,3.8,4.5,34.5,0.6,1.1,45.0,2.0,2.7
04103,121215,3451,1.7,53.1,1.3,92301,2547,1.7,74.9,1.4,407,352.0,52.6,9.2,7.8,20808,1741,5.1,52.7,3.3,6662,1072,9.8,11.7,1.8,137513,3044,1.3,56.7,1.0,101464,2240,1.3,77.6,0.8,1017,295,17.6,21.8,5.2,20409,1510,4.5,47.3,2.2,13026,969,4.5,22.0,1.5,38585,1499,2.4,15.9,0.6,155503,2487,1.0,64.1,0.5,48564,1256,1.6,20.0,0.4,19713,1084,3.3,15.1,0.8,624,283,27.6,13.4,5.7,9625,1156,7.3,22.3,2.4,6929,688,6.0,11.7,1.1,89806,1970,1.3,68.7,0.7,2734,555,12.3,58.6,7.0,27949,1677,3.6,64.8,1.2,32081,1329,2.5,54.2,1.5,21222,1004,2.9,16.2,0.7,1309,274,12.7,28.0,3.7,5588,544,5.9,12.9,1.0,20133,817,2.5,34.0,0.9,44.3,0.6,0.9,42.9,0.8,1.1,47.1,8.4,10.8,35.9,1.6,2.7,54.7,1.1,1.3
