units_eli_newconstruction_count,units_eli_preservation_count,units_vli_newconstruction_count,units_vli_preservation_count,units_li_newconstruction_count,units_li_preservation_count,units_mi_newconstruction_count,units_mi_preservation_count,units_midi_newconstruction_count,units_midi_preservation_count,units_oi_newconstruction_count,units_oi_preservation_count,units_TOTAL_preservation_count,units_TOTAL_newconstruction_count
13849,17036,7905,50894,27349,46456,4346,7584,8825,9392,284,561,131923,62558
