citywide,health_covid19deaths,health_covid19deaths_anh,health_covid19deaths_bnh,health_covid19deaths_hsp,health_covid19deaths_onh,health_covid19deaths_wnh
citywide,429.52,245.8,566.55,428.57,641.58,399.07
