citywide,access_households_count,access_households_count_moe,access_households_count_cv,access_households_pct,access_households_pct_moe,access_computer_count,access_computer_count_moe,access_computer_count_cv,access_computer_pct,access_computer_pct_moe,access_broadband_count,access_broadband_count_moe,access_broadband_count_cv,access_broadband_pct,access_broadband_pct_moe,access_households_anh_count,access_households_anh_count_moe,access_households_anh_count_cv,access_households_anh_pct,access_households_anh_pct_moe,access_households_bnh_count,access_households_bnh_count_moe,access_households_bnh_count_cv,access_households_bnh_pct,access_households_bnh_pct_moe,access_households_hsp_count,access_households_hsp_count_moe,access_households_hsp_count_cv,access_households_hsp_pct,access_households_hsp_pct_moe,access_households_wnh_count,access_households_wnh_count_moe,access_households_wnh_count_cv,access_households_wnh_pct,access_households_wnh_pct_moe,access_computer_anh_count,access_computer_anh_count_moe,access_computer_anh_count_cv,access_computer_anh_pct,access_computer_anh_pct_moe,access_computer_bnh_count,access_computer_bnh_count_moe,access_computer_bnh_count_cv,access_computer_bnh_pct,access_computer_bnh_pct_moe,access_computer_hsp_count,access_computer_hsp_count_moe,access_computer_hsp_count_cv,access_computer_hsp_pct,access_computer_hsp_pct_moe,access_computer_wnh_count,access_computer_wnh_count_moe,access_computer_wnh_count_cv,access_computer_wnh_pct,access_computer_wnh_pct_moe,access_broadband_anh_count,access_broadband_anh_count_moe,access_broadband_anh_count_cv,access_broadband_anh_pct,access_broadband_anh_pct_moe,access_broadband_bnh_count,access_broadband_bnh_count_moe,access_broadband_bnh_count_cv,access_broadband_bnh_pct,access_broadband_bnh_pct_moe,access_broadband_hsp_count,access_broadband_hsp_count_moe,access_broadband_hsp_count_cv,access_broadband_hsp_pct,access_broadband_hsp_pct_moe,access_broadband_wnh_count,access_broadband_wnh_count_moe,access_broadband_wnh_count_cv,access_broadband_wnh_pct,access_broadband_wnh_pct_moe
citywide,3167060,7512,0.1,100,,2414739,10216,0.3,76.2,0.3,2243401,10917,0.3,70.8,0.3,391435,3868,0.6,100,,683200,4398,0.4,100,,801259,5006,0.4,100,,1210752,4825,0.2,100,,324123,3888,0.7,82.8,0.6,480709,4553,0.6,70.4,0.5,528971,5497,0.6,66.0,0.5,1016233,5108,0.3,83.9,0.3,297751,3810,0.8,76.1,0.6,437562,5211,0.7,64.0,0.6,509762,5499,0.7,63.6,0.6,938693,5642,0.4,77.5,0.3
