citywide,edu_ela_pct,edu_ela_anh_pct,edu_ela_bnh_pct,edu_ela_hsp_pct,edu_ela_onh_pct,edu_ela_wnh_pct,edu_math_pct,edu_math_anh_pct,edu_math_bnh_pct,edu_math_hsp_pct,edu_math_onh_pct,edu_math_wnh_pct,edu_graduation_pct,edu_graduation_anh_pct,edu_graduation_bnh_pct,edu_graduation_hsp_pct,edu_graduation_onh_pct,edu_graduation_wnh_pct
citywide,47.95,67.27,39.74,37.99,56.99,66.74,44.7,72.36,33.53,33.21,52.13,64.02,74.51,87.61,69.47,68.28,60.21,82.71
