2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017
Excellent,Excellent,Excellent,Excellent,Excellent,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Very good,Very good,Very good,Very good,Very good,Good,Good,Good,Good,Good,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor,Fair or Poor
White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other,White,Black,Latino,Asian/Pacific Islander,Other
635000,297000,236000,102000,30000,793000,397000,312000,177000,28000,687000,455000,477000,247000,36000,394000,226000,398000,79000,32000,621000,296000,242000,117000,39000,781000,349000,287000,171000,31000,650000,461000,491000,203000,52000,357000,264000,486000,116000,32000,601000,288000,204000,93000,64000,726000,320000,278000,127000,53000,650000,524000,529000,233000,58000,379000,236000,506000,135000,43000,583000,241000,176000,86000,59000,709000,327000,249000,167000,49000,666000,481000,616000,198000,83000,364000,323000,425000,159000,45000,528000,253000,178000,88000,44000,750000,343000,275000,157000,51000,672000,509000,617000,244000,64000,396000,264000,392000,151000,47000,578000,249000,181000,88000,35000,713000,352000,290000,161000,27000,682000,520000,628000,186000,67000,398000,278000,389000,171000,30000,638000,278000,214000,105000,35000,707000,375000,252000,156000,40000,706000,456000,601000,220000,49000,342000,263000,429000,134000,26000,577000,256000,241000,109000,21000,820000,398000,336000,157000,46000,632000,492000,586000,195000,48000,355000,241000,364000,146000,21000,623000,265000,202000,84000,31000,806000,399000,300000,205000,46000,585000,454000,598000,185000,32000,375000,257000,440000,133000,15000,526000,292000,188000,145000,33000,752000,309000,263000,204000,57000,625000,511000,694000,236000,26000,310000,253000,512000,236000,25000,523000,253000,211000,104000,28000,748000,402000,333000,225000,41000,620000,489000,675000,250000,40000,342000,239000,460000,257000,20000,539000,289000,199000,113000,21000,732000,329000,296000,182000,47000,621000,506000,708000,272000,39000,373000,276000,494000,278000,31000,545000,247000,222000,110000,28000,764000,401000,286000,223000,39000,604000,495000,699000,287000,55000,373000,271000,514000,240000,17000,545000,251000,193000,88000,21000,824000,383000,346000,237000,39000,586000,528000,685000,276000,44000,358000,270000,521000,273000,28000,575000,260000,184000,90000,29000,774000,430000,323000,245000,60000,609000,487000,742000,272000,35000,368000,272000,495000,256000,32000,582000,209000,222000,121000,29000,768000,459000,327000,275000,36000,628000,480000,606000,259000,47000,345000,291000,609000,232000,27000
