puma,units_occupied_0812_count,units_occupied_0812_count_moe,units_occupied_0812_count_cv,units_occupied_0812_pct,units_occupied_0812_pct_moe,units_notovercrowded_0812_count,units_notovercrowded_0812_count_moe,units_notovercrowded_0812_count_cv,units_notovercrowded_0812_pct,units_notovercrowded_0812_pct_moe,units_overcrowded_0812_count,units_overcrowded_0812_count_moe,units_overcrowded_0812_count_cv,units_overcrowded_0812_pct,units_overcrowded_0812_pct_moe,units_occupied_0812_wnh_count,units_occupied_0812_wnh_count_moe,units_occupied_0812_wnh_count_cv,units_occupied_0812_wnh_pct,units_occupied_0812_wnh_pct_moe,units_notovercrowded_0812_wnh_count,units_notovercrowded_0812_wnh_count_moe,units_notovercrowded_0812_wnh_count_cv,units_notovercrowded_0812_wnh_pct,units_notovercrowded_0812_wnh_pct_moe,units_overcrowded_0812_wnh_count,units_overcrowded_0812_wnh_count_moe,units_overcrowded_0812_wnh_count_cv,units_overcrowded_0812_wnh_pct,units_overcrowded_0812_wnh_pct_moe,units_occupied_0812_bnh_count,units_occupied_0812_bnh_count_moe,units_occupied_0812_bnh_count_cv,units_occupied_0812_bnh_pct,units_occupied_0812_bnh_pct_moe,units_notovercrowded_0812_bnh_count,units_notovercrowded_0812_bnh_count_moe,units_notovercrowded_0812_bnh_count_cv,units_notovercrowded_0812_bnh_pct,units_notovercrowded_0812_bnh_pct_moe,units_overcrowded_0812_bnh_count,units_overcrowded_0812_bnh_count_moe,units_overcrowded_0812_bnh_count_cv,units_overcrowded_0812_bnh_pct,units_overcrowded_0812_bnh_pct_moe,units_occupied_0812_hsp_count,units_occupied_0812_hsp_count_moe,units_occupied_0812_hsp_count_cv,units_occupied_0812_hsp_pct,units_occupied_0812_hsp_pct_moe,units_notovercrowded_0812_hsp_count,units_notovercrowded_0812_hsp_count_moe,units_notovercrowded_0812_hsp_count_cv,units_notovercrowded_0812_hsp_pct,units_notovercrowded_0812_hsp_pct_moe,units_overcrowded_0812_hsp_count,units_overcrowded_0812_hsp_count_moe,units_overcrowded_0812_hsp_count_cv,units_overcrowded_0812_hsp_pct,units_overcrowded_0812_hsp_pct_moe,units_occupied_0812_anh_count,units_occupied_0812_anh_count_moe,units_occupied_0812_anh_count_cv,units_occupied_0812_anh_pct,units_occupied_0812_anh_pct_moe,units_notovercrowded_0812_anh_count,units_notovercrowded_0812_anh_count_moe,units_notovercrowded_0812_anh_count_cv,units_notovercrowded_0812_anh_pct,units_notovercrowded_0812_anh_pct_moe,units_overcrowded_0812_anh_count,units_overcrowded_0812_anh_count_moe,units_overcrowded_0812_anh_count_cv,units_overcrowded_0812_anh_pct,units_overcrowded_0812_anh_pct_moe,units_occupied_1519_count,units_occupied_1519_count_moe,units_occupied_1519_count_cv,units_occupied_1519_pct,units_occupied_1519_pct_moe,units_notovercrowded_1519_count,units_notovercrowded_1519_count_moe,units_notovercrowded_1519_count_cv,units_notovercrowded_1519_pct,units_notovercrowded_1519_pct_moe,units_overcrowded_1519_count,units_overcrowded_1519_count_moe,units_overcrowded_1519_count_cv,units_overcrowded_1519_pct,units_overcrowded_1519_pct_moe,units_occupied_1519_wnh_count,units_occupied_1519_wnh_count_moe,units_occupied_1519_wnh_count_cv,units_occupied_1519_wnh_pct,units_occupied_1519_wnh_pct_moe,units_notovercrowded_1519_wnh_count,units_notovercrowded_1519_wnh_count_moe,units_notovercrowded_1519_wnh_count_cv,units_notovercrowded_1519_wnh_pct,units_notovercrowded_1519_wnh_pct_moe,units_overcrowded_1519_wnh_count,units_overcrowded_1519_wnh_count_moe,units_overcrowded_1519_wnh_count_cv,units_overcrowded_1519_wnh_pct,units_overcrowded_1519_wnh_pct_moe,units_occupied_1519_bnh_count,units_occupied_1519_bnh_count_moe,units_occupied_1519_bnh_count_cv,units_occupied_1519_bnh_pct,units_occupied_1519_bnh_pct_moe,units_notovercrowded_1519_bnh_count,units_notovercrowded_1519_bnh_count_moe,units_notovercrowded_1519_bnh_count_cv,units_notovercrowded_1519_bnh_pct,units_notovercrowded_1519_bnh_pct_moe,units_overcrowded_1519_bnh_count,units_overcrowded_1519_bnh_count_moe,units_overcrowded_1519_bnh_count_cv,units_overcrowded_1519_bnh_pct,units_overcrowded_1519_bnh_pct_moe,units_occupied_1519_hsp_count,units_occupied_1519_hsp_count_moe,units_occupied_1519_hsp_count_cv,units_occupied_1519_hsp_pct,units_occupied_1519_hsp_pct_moe,units_notovercrowded_1519_hsp_count,units_notovercrowded_1519_hsp_count_moe,units_notovercrowded_1519_hsp_count_cv,units_notovercrowded_1519_hsp_pct,units_notovercrowded_1519_hsp_pct_moe,units_overcrowded_1519_hsp_count,units_overcrowded_1519_hsp_count_moe,units_overcrowded_1519_hsp_count_cv,units_overcrowded_1519_hsp_pct,units_overcrowded_1519_hsp_pct_moe,units_occupied_1519_anh_count,units_occupied_1519_anh_count_moe,units_occupied_1519_anh_count_cv,units_occupied_1519_anh_pct,units_occupied_1519_anh_pct_moe,units_notovercrowded_1519_anh_count,units_notovercrowded_1519_anh_count_moe,units_notovercrowded_1519_anh_count_cv,units_notovercrowded_1519_anh_pct,units_notovercrowded_1519_anh_pct_moe,units_overcrowded_1519_anh_count,units_overcrowded_1519_anh_count_moe,units_overcrowded_1519_anh_count_cv,units_overcrowded_1519_anh_pct,units_overcrowded_1519_anh_pct_moe
03801,72966,956,0.8,100,,64061,1316,1.2,87.8,1.4,8905,809,5.5,12.2,1.1,17497,848,2.9,100,,17085,840,3.0,97.6,0.8,412,208.0,30.7,2.4,1.2,7985,766,5.8,100,,7556,777,6.2,94.6,3.5,429,235.0,33.4,5.4,2.9,43883,1149,1.6,100,,36134,1416,2.4,82.3,2.4,7749,773,6.1,17.7,1.7,2086,404,11.8,100,,1809,417,14.0,86.7,10.8,277,146,32.1,13.3,6.5,76660,1023,0.8,100,,67626,1223,1.1,88.2,1.1,9034,912,6.1,11.8,1.2,20225,1002,3.0,100,,19590,1007,3.1,96.9,1.3,635,192,18.4,3.1,0.9,6835,809,7.2,100,,6526,825,7.7,95.5,4.2,309,185.0,36.4,4.5,2.7,45463,1664,2.2,100,,37523,1743,2.8,82.5,2.4,7940,857,6.6,17.5,1.8,2615,460,10.7,100,,2493,466,11.4,95.3,6.1,122,123,61.3,4.7,4.6
03802,46949,708,0.9,100,,43492,822,1.1,92.6,1.1,3457,561,9.9,7.4,1.2,13777,834,3.7,100,,13413,834,3.8,97.4,1.4,364,216.0,36.1,2.6,1.6,12564,674,3.3,100,,11785,715,3.7,93.8,2.7,779,294.0,23.0,6.2,2.3,15832,884,3.4,100,,13756,1017,4.5,86.9,4.2,2076,430,12.6,13.1,2.6,3309,600,11.0,100,,3152,575,11.1,95.3,2.1,157,135,52.2,4.7,4.0,47502,738,0.9,100,,44229,993,1.4,93.1,1.5,3273,691,12.8,6.9,1.5,14855,755,3.1,100,,14580,756,3.2,98.1,1.0,275,152,33.5,1.9,1.0,10509,928,5.4,100,,9903,924,5.7,94.2,2.9,606,297.0,29.8,5.8,2.8,17071,1157,4.1,100,,15165,1157,4.6,88.8,3.1,1906,484,15.4,11.2,2.7,3489,661,11.5,100,,3117,660,12.9,89.3,8.4,372,225,36.8,10.7,6.1
03803,51710,942,1.1,100,,48524,1083,1.4,93.8,1.2,3186,533,10.2,6.2,1.0,6754,564,5.1,100,,6632,553,5.1,98.2,11.6,122,73.0,36.3,1.8,1.1,33123,1101,2.0,100,,31119,1154,2.3,93.9,1.5,2004,438.0,13.3,6.1,1.3,8798,773,5.3,100,,7954,758,5.8,90.4,3.3,844,263,18.9,9.6,2.9,1364,273,12.2,100,,1212,279,14.0,88.9,10.1,152,113,45.4,11.1,8.0,56578,921,1.0,100,,52816,1028,1.2,93.4,1.0,3762,566,9.1,6.6,1.0,9495,655,4.2,100,,9273,661,4.3,97.7,1.7,222,119,32.6,2.3,1.2,31531,1099,2.1,100,,29382,1154,2.4,93.2,1.7,2149,428.0,12.1,6.8,1.3,11680,874,4.5,100,,10556,896,5.2,90.4,3.6,1124,347,18.8,9.6,2.9,2282,352,9.4,100,,2062,362,10.7,90.4,7.5,220,137,37.7,9.6,5.8
03804,45057,522,0.7,100,,40877,921,1.4,90.7,1.8,4180,720,10.5,9.3,1.6,7247,725,6.1,100,,6962,730,6.4,96.1,3.0,285,131.0,27.9,3.9,1.8,13510,711,3.2,100,,12445,809,4.0,92.1,3.5,1065,310.0,17.7,7.9,2.3,20422,877,2.6,100,,18095,952,3.2,88.6,2.7,2327,520,13.6,11.4,2.5,3138,544,10.5,100,,2719,551,12.3,86.6,9.1,419,199,28.8,13.4,5.9,49840,663,0.8,100,,46122,945,1.2,92.5,1.4,3718,634,10.4,7.5,1.3,8321,627,4.6,100,,7941,629,4.8,95.4,2.3,380,158,25.2,4.6,1.9,15762,992,3.8,100,,15190,1005,4.0,96.4,2.0,572,227.0,24.1,3.6,1.4,21344,933,2.7,100,,19387,865,2.7,90.8,0.8,1957,408,12.7,9.2,1.9,3543,473,8.1,100,,2869,528,11.2,81.0,10.3,674,298,26.9,19.0,8.0
03805,115880,1571,0.8,100,,112460,1745,0.9,97.0,0.7,3420,677,12.0,3.0,0.6,94243,1715,1.1,100,,91740,1753,1.2,97.3,0.6,2503,598.0,14.5,2.7,0.6,2593,634,14.9,100,,2540,634,15.2,98.0,4.9,53,55.0,62.6,2.0,2.0,7622,997,8.0,100,,7235,1008,8.5,94.9,4.5,387,216,33.9,5.1,2.8,9746,954,6.0,100,,9306,934,6.1,95.5,2.1,440,202,27.9,4.5,2.0,110566,1642,0.9,100,,106449,1704,1.0,96.3,0.6,4117,863,12.7,3.7,0.8,86627,1853,1.3,100,,84423,2045,1.5,97.5,1.1,2204,620,17.1,2.5,0.7,1994,483,14.7,100,,1971,482,14.9,98.8,3.4,23,42.0,112.0,1.2,2.1,9210,1132,7.5,100,,8525,1152,8.2,92.6,5.2,685,422,37.4,7.4,4.5,10762,1160,6.5,100,,9638,1072,6.8,89.6,2.5,1124,365,19.7,10.4,3.2
03806,99111,1278,0.8,100,,95893,1554,1.0,96.8,1.0,3218,697,13.2,3.2,0.7,72678,1729,1.4,100,,70706,1863,1.6,97.3,1.1,1972,566.0,17.4,2.7,0.8,6128,835,8.3,100,,6046,848,8.5,98.7,3.3,82,83.0,61.2,1.3,1.3,10753,989,5.6,100,,10032,1067,6.5,93.3,5.0,721,247,20.8,6.7,2.2,7989,807,6.1,100,,7589,839,6.7,95.0,4.3,400,188,28.6,5.0,2.3,98098,1541,1.0,100,,94406,1690,1.1,96.2,0.8,3692,722,11.9,3.8,0.7,69885,1784,1.6,100,,67629,1736,1.6,96.8,0.3,2256,474,12.8,3.2,0.7,4999,783,9.5,100,,4845,787,9.9,96.9,4.2,154,132.0,51.9,3.1,2.6,12053,1325,6.7,100,,11697,1362,7.1,97.0,3.7,356,236,40.3,3.0,1.9,8830,928,6.4,100,,7904,834,6.4,89.5,0.9,926,437,28.7,10.5,4.8
03807,80275,1221,0.9,100,,77252,1306,1.0,96.2,0.7,3023,552,11.1,3.8,0.7,54270,1399,1.6,100,,52906,1482,1.7,97.5,1.1,1364,429.0,19.1,2.5,0.8,3927,514,8.0,100,,3760,516,8.3,95.7,3.9,167,131.0,47.5,4.3,3.3,10155,954,5.7,100,,9486,944,6.1,93.4,3.1,669,245,22.3,6.6,2.3,10180,754,4.5,100,,9433,758,4.9,92.7,2.9,747,274,22.3,7.3,2.6,90579,1282,0.9,100,,86454,1356,1.0,95.4,0.6,4125,761,11.2,4.6,0.8,58136,1535,1.6,100,,56265,1529,1.7,96.8,0.6,1871,490,15.9,3.2,0.8,3968,874,13.4,100,,3870,862,13.5,97.5,3.2,98,102.0,63.0,2.5,2.5,12225,1292,6.4,100,,11202,1368,7.4,91.6,5.6,1023,513,30.5,8.4,4.1,14005,1027,4.5,100,,13013,1065,5.0,92.9,3.4,992,321,19.7,7.1,2.2
03808,80625,1264,1.0,100,,78040,1404,1.1,96.8,0.9,2585,543,12.8,3.2,0.7,61619,1701,1.7,100,,59754,1798,1.8,97.0,1.2,1865,488.0,15.9,3.0,0.8,2150,491,13.9,100,,2088,500,14.6,97.1,7.0,62,66.0,64.7,2.9,3.0,5419,817,9.2,100,,5152,819,9.7,95.1,4.8,267,188,42.9,4.9,3.4,10455,1034,6.0,100,,10064,1020,6.2,96.3,2.1,391,196,30.4,3.7,1.8,79855,1325,1.0,100,,77087,1440,1.1,96.5,0.8,2768,590,12.9,3.5,0.7,57719,1963,2.1,100,,56106,2011,2.2,97.2,1.1,1613,517,19.5,2.8,0.9,2627,935,21.6,100,,2627,935,21.6,100.0,,0,,,,,5871,920,9.5,100,,5746,898,9.5,97.9,21.7,125,111,53.9,2.1,1.9,12047,1072,5.4,100,,11067,1041,5.7,91.9,2.8,980,318,19.7,8.1,2.5
03809,70628,920,0.8,100,,65112,1076,1.0,92.2,0.9,5516,688,7.6,7.8,1.0,29191,948,2.0,100,,28476,992,2.1,97.6,1.2,715,256.0,21.8,2.4,0.9,4074,594,8.9,100,,3851,594,9.4,94.5,4.8,223,154.0,42.1,5.5,3.7,16141,834,3.1,100,,14791,873,3.6,91.6,2.6,1350,362,16.3,8.4,2.2,19915,959,2.9,100,,16703,1042,3.8,83.9,3.3,3212,494,9.3,16.1,2.4,72024,914,0.8,100,,66879,1157,1.1,92.9,1.1,5145,643,7.6,7.1,0.9,29064,1099,2.3,100,,28072,1165,2.5,96.6,1.6,992,356,21.8,3.4,1.2,5630,1023,11.0,100,,5418,1041,11.7,96.2,6.0,212,153.0,43.9,3.8,2.6,15223,1051,4.2,100,,14308,1135,4.8,94.0,3.7,915,335,22.2,6.0,2.2,20482,1057,3.1,100,,17587,1095,3.8,85.9,3.0,2895,474,10.0,14.1,2.2
03810,74932,1032,0.8,100,,71486,1180,1.0,95.4,0.9,3446,590,10.4,4.6,0.8,57436,1207,1.3,100,,55404,1201,1.3,96.5,0.5,2032,466.0,13.9,3.5,0.8,1648,347,12.8,100,,1588,356,13.6,96.4,7.4,60,73.0,73.7,3.6,4.3,3634,532,8.9,100,,3379,558,10.0,93.0,7.1,255,179,42.8,7.0,4.8,10464,859,5.0,100,,9514,886,5.7,90.9,4.0,950,248,15.9,9.1,2.2,77759,1351,1.1,100,,73196,1511,1.3,94.1,1.1,4563,621,8.3,5.9,0.8,58330,1435,1.5,100,,55304,1632,1.8,94.8,1.5,3026,579,11.6,5.2,1.0,1283,425,20.1,100,,1283,425,20.1,100.0,,0,,,,,4982,723,8.8,100,,4790,727,9.2,96.1,4.3,192,162,51.3,3.9,3.2,11065,962,5.3,100,,9793,1047,6.5,88.5,5.5,1272,327,15.6,11.5,2.8
03901,56802,518,0.6,100,,56214,565,0.6,99.0,0.4,588,235,24.3,1.0,0.4,49769,835,1.0,100,,49379,850,1.0,99.2,0.4,390,203.0,31.7,0.8,0.4,690,264,23.2,100,,610,285,28.4,88.4,23.8,80,107.0,81.5,11.6,14.9,4134,578,8.5,100,,4081,566,8.4,98.7,19.4,53,69,79.6,1.3,1.7,1924,348,11.0,100,,1893,344,11.0,98.4,1.7,31,40,79.2,1.6,2.1,58263,640,0.7,100,,57150,719,0.8,98.1,0.6,1113,320,17.5,1.9,0.5,49904,778,0.9,100,,49075,864,1.1,98.3,0.8,829,292,21.4,1.7,0.6,448,208,28.3,100,,448,208,28.3,100.0,,0,,,,,4794,540,6.8,100,,4615,543,7.1,96.3,3.3,179,152,51.7,3.7,3.2,2571,340,8.0,100,,2486,336,8.2,96.7,2.6,85,68,48.9,3.3,2.6
03902,46367,678,0.9,100,,45438,723,1.0,98.0,0.6,929,282,18.5,2.0,0.6,34691,816,1.4,100,,34278,836,1.5,98.8,0.6,413,185.0,27.3,1.2,0.5,1728,339,11.9,100,,1728,339,11.9,100.0,,0,,,,,5262,548,6.3,100,,4986,547,6.7,94.8,3.3,276,151,33.3,5.2,2.8,4375,414,5.8,100,,4156,429,6.3,95.0,3.9,219,128,35.6,5.0,2.9,47287,598,0.8,100,,44911,792,1.1,95.0,1.2,2376,537,13.7,5.0,1.1,33516,801,1.5,100,,32333,932,1.8,96.5,1.6,1183,348,17.9,3.5,1.0,1771,325,11.2,100,,1608,305,11.5,90.8,4.4,163,163.0,60.9,9.2,9.1,5715,626,6.7,100,,5289,629,7.2,92.5,4.3,426,192,27.4,7.5,3.3,5784,426,4.5,100,,5193,421,4.9,89.8,3.0,591,253,26.0,10.2,4.3
03903,60505,717,0.7,100,,56933,884,0.9,94.1,0.9,3572,505,8.6,5.9,0.8,27804,875,1.9,100,,27483,882,2.0,98.8,0.6,321,152.0,28.8,1.2,0.5,13253,625,2.9,100,,12156,687,3.4,91.7,2.9,1097,346.0,19.1,8.3,2.6,14219,830,3.5,100,,12693,907,4.3,89.3,3.7,1526,346,13.8,10.7,2.3,3961,401,6.1,100,,3404,392,7.0,85.9,4.7,557,193,21.1,14.1,4.7,60694,861,0.9,100,,57045,974,1.0,94.0,0.9,3649,535,8.9,6.0,0.9,27272,801,1.8,100,,26617,851,1.9,97.6,1.2,655,235,21.8,2.4,0.9,13112,667,3.1,100,,12425,691,3.4,94.8,2.1,687,242.0,21.4,5.2,1.8,14681,821,3.4,100,,13060,909,4.2,89.0,3.7,1621,399,15.0,11.0,2.6,4616,459,6.0,100,,3988,467,7.1,86.4,5.4,628,211,20.5,13.6,4.4
04001,57483,679,0.7,100,,49039,957,1.2,85.3,1.3,8444,772,5.6,14.7,1.3,36406,1042,1.7,100,,31048,1041,2.0,85.3,1.5,5358,658.0,7.5,14.7,1.8,2550,381,9.1,100,,2355,376,9.7,92.4,5.2,195,138.0,42.9,7.6,5.3,14371,849,3.6,100,,12052,759,3.8,83.9,1.8,2319,453,11.9,16.1,3.0,3290,453,8.4,100,,2738,441,9.8,83.2,6.9,552,214,23.6,16.8,6.1,66286,779,0.7,100,,60179,925,0.9,90.8,0.9,6107,749,7.5,9.2,1.1,42410,1025,1.5,100,,38122,1069,1.7,89.9,1.3,4288,534,7.6,10.1,1.2,2326,469,12.3,100,,2239,450,12.2,96.3,27.4,87,83.0,58.1,3.7,3.5,15028,920,3.7,100,,13892,990,4.3,92.4,3.4,1136,358,19.1,7.6,2.3,4803,464,5.9,100,,4274,488,6.9,89.0,5.4,529,233,26.8,11.0,4.7
04002,43049,572,0.8,100,,36638,815,1.4,85.1,1.5,6411,689,6.5,14.9,1.6,5450,530,5.9,100,,5016,557,6.8,92.0,4.9,434,185.0,26.0,8.0,3.3,8616,708,5.0,100,,7815,706,5.5,90.7,3.4,801,267.0,20.3,9.3,3.0,26652,960,2.2,100,,21880,1028,2.9,82.1,2.5,4772,570,7.3,17.9,2.0,1869,339,11.0,100,,1485,353,14.4,79.5,12.2,384,153,24.2,20.5,7.3,47115,587,0.8,100,,42800,757,1.1,90.8,1.1,4315,523,7.4,9.2,1.1,11000,628,3.5,100,,10619,636,3.6,96.5,1.8,381,134,21.4,3.5,1.2,8275,798,5.9,100,,7953,750,5.7,96.1,13.0,322,164.0,30.9,3.9,1.9,23887,965,2.5,100,,20619,1051,3.1,86.3,2.7,3268,505,9.4,13.7,2.0,2719,434,9.7,100,,2436,438,10.9,89.6,7.4,283,128,27.5,10.4,4.4
04003,48585,614,0.8,100,,43567,901,1.3,89.7,1.5,5018,638,7.7,10.3,1.3,5834,467,4.9,100,,4431,490,6.7,76.0,5.8,1403,302.0,13.1,24.0,4.8,31473,816,1.6,100,,29278,869,1.8,93.0,1.3,2195,363.0,10.1,7.0,1.1,9209,673,4.4,100,,8122,678,5.1,88.2,3.6,1087,300,16.8,11.8,3.1,1239,257,12.6,100,,1013,231,13.9,81.8,7.8,226,107,28.7,18.2,7.7,54493,694,0.8,100,,50369,946,1.1,92.4,1.3,4124,603,8.9,7.6,1.1,13339,694,3.2,100,,11681,696,3.6,87.6,2.5,1658,326,12.0,12.4,2.4,28285,952,2.0,100,,26739,1010,2.3,94.5,1.6,1546,417.0,16.4,5.5,1.5,9717,756,4.7,100,,9010,819,5.5,92.7,4.4,707,260,22.4,7.3,2.6,1610,335,12.6,100,,1430,353,15.0,88.8,11.8,180,89,30.0,11.2,5.0
04004,53060,695,0.8,100,,50961,838,1.0,96.0,1.0,2099,426,12.3,4.0,0.8,25197,759,1.8,100,,24447,794,2.0,97.0,1.2,750,242.0,19.7,3.0,1.0,14639,710,2.9,100,,14248,726,3.1,97.3,1.5,391,156.0,24.3,2.7,1.1,7846,624,4.8,100,,7296,617,5.1,93.0,2.7,550,237,26.2,7.0,3.0,3632,493,8.3,100,,3308,488,9.0,91.1,5.3,324,141,26.4,8.9,3.7,61995,677,0.7,100,,58342,771,0.8,94.1,0.7,3653,485,8.1,5.9,0.8,31224,972,1.9,100,,29578,985,2.0,94.7,1.1,1646,274,10.1,5.3,0.9,15697,893,3.5,100,,14800,916,3.8,94.3,2.3,897,288.0,19.5,5.7,1.8,7442,764,6.2,100,,6917,744,6.5,92.9,3.0,525,205,23.7,7.1,2.7,5831,526,5.5,100,,5294,535,6.1,90.8,4.1,537,178,20.2,9.2,2.9
04005,48696,607,0.8,100,,47185,691,0.9,96.9,0.7,1511,336,13.5,3.1,0.7,33145,944,1.7,100,,32564,913,1.7,98.2,3.9,581,200.0,21.0,1.8,0.6,3482,433,7.6,100,,3368,434,7.8,96.7,3.2,114,90.0,48.1,3.3,2.6,8055,828,6.2,100,,7445,781,6.4,92.4,2.0,610,256,25.5,7.6,3.1,2848,449,9.6,100,,2672,444,10.1,93.8,4.9,176,121,41.7,6.2,4.1,48927,737,0.9,100,,46587,825,1.1,95.2,0.9,2340,381,9.9,4.8,0.8,33707,819,1.5,100,,32487,843,1.6,96.4,0.9,1220,238,11.8,3.6,0.7,3658,566,9.4,100,,3337,519,9.5,91.2,1.5,321,195.0,36.9,8.8,5.1,6466,594,5.6,100,,5893,575,5.9,91.1,3.0,573,223,23.7,8.9,3.4,3675,499,8.3,100,,3456,484,8.5,94.0,3.2,219,110,30.6,6.0,2.9
04006,50212,621,0.8,100,,47032,674,0.9,93.7,0.7,3180,461,8.8,6.3,0.9,9275,609,4.0,100,,9041,664,4.5,97.5,3.2,234,141.0,36.6,2.5,1.5,33164,876,1.6,100,,30983,860,1.7,93.4,0.8,2181,407.0,11.3,6.6,1.2,5501,692,7.6,100,,4921,706,8.7,89.5,6.2,580,215,22.6,10.5,3.7,1296,314,14.7,100,,1126,303,16.3,86.9,10.2,170,105,37.4,13.1,7.4,55801,687,0.7,100,,52473,851,1.0,94.0,1.0,3328,471,8.6,6.0,0.8,14887,763,3.1,100,,14433,775,3.3,97.0,1.5,454,192,25.7,3.0,1.3,30996,861,1.7,100,,28842,885,1.9,93.1,1.2,2154,413.0,11.7,6.9,1.3,6034,685,6.9,100,,5619,677,7.3,93.1,3.8,415,179,26.2,6.9,2.9,1980,354,10.9,100,,1826,364,12.1,92.2,8.1,154,80,31.7,7.8,3.8
04007,41842,505,0.7,100,,38578,732,1.2,92.2,1.3,3264,569,10.6,7.8,1.4,375,195,31.6,100,,354,194,33.4,94.4,16.8,21,26.0,76.3,5.6,6.4,32446,742,1.4,100,,29892,873,1.8,92.1,1.7,2554,460.0,10.9,7.9,1.4,8175,681,5.1,100,,7559,665,5.3,92.5,2.6,616,222,22.0,7.5,2.6,269,112,25.4,100,,226,110,29.7,84.0,21.2,43,40,56.5,16.0,13.3,46415,657,0.9,100,,43882,832,1.2,94.5,1.2,2533,493,11.8,5.5,1.1,1380,254,11.2,100,,1351,255,11.5,97.9,3.9,29,35,72.8,2.1,2.5,34225,969,1.7,100,,32457,1001,1.9,94.8,1.2,1768,383.0,13.2,5.2,1.1,9534,784,5.0,100,,8885,822,5.6,93.2,4.0,649,238,22.3,6.8,2.4,391,148,22.9,100,,351,155,26.9,89.8,20.7,40,36,55.1,10.2,8.4
04008,50782,614,0.7,100,,43492,955,1.3,85.6,1.6,7290,743,6.2,14.4,1.5,3724,470,7.7,100,,3361,445,8.1,90.3,3.6,363,228.0,38.2,9.7,6.0,27477,846,1.9,100,,24161,987,2.5,87.9,2.4,3316,525.0,9.6,12.1,1.9,17399,935,3.3,100,,14101,934,4.0,81.0,3.1,3298,490,9.0,19.0,2.6,1338,261,11.9,100,,1068,276,15.7,79.8,13.5,270,124,27.9,20.2,8.4,57011,642,0.7,100,,48285,1063,1.3,84.7,1.6,8726,907,6.3,15.3,1.6,3068,372,7.4,100,,2726,374,8.3,88.9,5.7,342,140,24.9,11.1,4.4,32132,1121,2.1,100,,27880,1178,2.6,86.8,2.1,4252,683.0,9.8,13.2,2.1,18876,918,3.0,100,,15267,1007,4.0,80.9,3.6,3609,476,8.0,19.1,2.3,1759,297,10.3,100,,1313,269,12.5,74.6,8.7,446,140,19.0,25.4,6.7
04009,67411,583,0.5,100,,61163,932,0.9,90.7,1.1,6248,665,6.5,9.3,1.0,19144,752,2.4,100,,18412,816,2.7,96.2,2.0,732,213.0,17.7,3.8,1.1,40052,845,1.3,100,,35753,1039,1.8,89.3,1.8,4299,499.0,7.1,10.7,1.2,5564,590,6.4,100,,4818,584,7.4,86.6,5.1,746,234,19.1,13.4,4.0,1824,269,9.0,100,,1443,264,11.1,79.1,8.6,381,131,21.0,20.9,6.5,68788,606,0.5,100,,63494,711,0.7,92.3,0.6,5294,448,5.1,7.7,0.6,16899,692,2.5,100,,16208,678,2.5,95.9,0.8,691,205,18.0,4.1,1.2,42352,853,1.2,100,,38940,907,1.4,91.9,1.1,3412,388.0,6.9,8.1,0.9,5551,557,6.1,100,,5055,588,7.1,91.1,5.3,496,181,22.2,8.9,3.1,2883,315,6.6,100,,2314,330,8.7,80.3,7.4,569,172,18.4,19.7,5.6
04010,48489,588,0.7,100,,43670,737,1.0,90.1,1.1,4819,539,6.8,9.9,1.1,632,201,19.3,100,,557,166,18.1,88.1,38.4,75,84.0,67.9,11.9,12.7,43270,721,1.0,100,,39192,814,1.3,90.6,1.1,4078,513.0,7.6,9.4,1.2,2886,413,8.7,100,,2394,417,10.6,83.0,8.2,492,184,22.7,17.0,5.9,754,312,25.2,100,,633,291,27.9,84.0,16.7,121,141,70.8,16.0,17.5,49809,605,0.7,100,,46014,692,0.9,92.4,0.8,3795,504,8.1,7.6,1.0,1423,262,11.2,100,,1326,267,12.2,93.2,7.7,97,79,49.7,6.8,5.4,43108,726,1.0,100,,39929,816,1.2,92.6,1.1,3179,451.0,8.6,7.4,1.0,3644,567,9.5,100,,3185,560,10.7,87.4,7.1,459,174,23.0,12.6,4.3,501,169,20.5,100,,485,164,20.6,96.8,1.7,16,22,81.9,3.2,4.2
04011,40679,546,0.8,100,,35316,733,1.3,86.8,1.4,5363,681,7.7,13.2,1.7,5082,461,5.5,100,,4366,492,6.8,85.9,5.7,716,234.0,19.9,14.1,4.4,30107,878,1.8,100,,26204,1011,2.3,87.0,2.2,3903,600.0,9.3,13.0,2.0,3957,606,9.3,100,,3365,588,10.6,85.0,7.1,592,286,29.4,15.0,6.9,742,254,20.8,100,,654,274,25.4,88.1,21.2,88,75,51.6,11.9,9.2,42809,573,0.8,100,,39091,739,1.1,91.3,1.2,3718,548,9.0,8.7,1.3,9608,612,3.9,100,,8884,605,4.1,92.5,2.2,724,217,18.2,7.5,2.2,27148,862,1.9,100,,24447,891,2.2,90.1,1.6,2701,487.0,11.0,9.9,1.8,3789,556,8.9,100,,3514,547,9.5,92.7,4.9,275,151,33.4,7.3,3.8,1071,233,13.2,100,,1053,232,13.4,98.3,3.6,18,24,80.1,1.7,2.2
