borough,age-median,age-median-CV,age-median-MOE,anh-age-median,anh-age-median-CV,anh-age-median-MOE,bnh-age-median,bnh-age-median-CV,bnh-age-median-MOE,hsp-age-median,hsp-age-median-CV,hsp-age-median-MOE,onh-age-median,onh-age-median-CV,onh-age-median-MOE,wnh-age-median,wnh-age-median-CV,wnh-age-median-MOE
BK,34.0,0.0,0.0,34.0,0.014238909361056665,0.6204284838325343,35.0,0.0,0.0,30.0,0.0,0.0,28.0,0.039031237489989996,1.400575218292314,35.0,0.0,0.0
BX,32.0,0.0,0.0,35.0,0.0,0.0,34.0,0.0,0.0,29.0,0.0,0.0,28.0,0.06485364213333888,2.3271720250029917,47.0,0.004727762987933788,0.28476698675938705
MN,36.0,0.0,0.0,34.0,0.02100420126042016,0.9152108782823811,39.0,0.025608954301843814,1.2799486236220345,34.0,0.0,0.0,28.0,0.027664166758624428,0.9926855741320567,38.0,0.025641020091980337,1.2486909987594421
SI,38.0,0.0,0.0,39.0,0.025245344445532364,1.2617752171785026,31.0,0.031893096666589,1.267052086857105,28.0,0.035434169344615046,1.2715000255261892,26.0,0.1009569596031284,3.363920290432316,42.0,0.0,0.0
QN,37.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,32.0,0.006943901888527778,0.28476698675938816,32.0,0.01807036485346936,0.741059339773625,45.0,0.0,0.0
