borough,age-median,age-median-CV,age-median-MOE,anh-age-median,anh-age-median-CV,anh-age-median-MOE,bnh-age-median,bnh-age-median-CV,bnh-age-median-MOE,hsp-age-median,hsp-age-median-CV,hsp-age-median-MOE,onh-age-median,onh-age-median-CV,onh-age-median-MOE,wnh-age-median,wnh-age-median-CV,wnh-age-median-MOE
BK,35.0,0.0,0.0,36.0,0.0,0.0,37.0,0.013084403196646664,0.6204284838325343,32.0,0.0,0.0,27.0,0.020930841769365417,0.7242467320178072,35.0,0.0,0.0
BX,34.0,0.0,0.0,37.0,0.006005536768456433,0.28476698675938705,36.0,0.02689571768199592,1.2408569676650687,31.0,0.0,0.0,31.0,0.044581532132533096,1.7711395012635656,47.0,0.00664361489191318,0.4001643480835176
QN,39.0,0.02289816807627152,1.1444621427037172,39.0,0.0,0.0,39.0,0.0,0.0,34.0,0.0,0.0,32.0,0.023056804005271422,0.9455514646211393,45.0,0.0,0.0
SI,40.0,0.02384848003542365,1.222522277010253,41.0,0.013134548310084189,0.6901366389298926,34.0,0.011175503054096066,0.4869474367806594,30.0,0.0,0.0,22.0,0.09853655402610162,2.7781528516614538,44.0,0.0,0.0
MN,37.0,0.0,0.0,36.0,0.0,0.0,39.0,0.025439916452544137,1.2715000255261892,36.0,0.006172357234246889,0.28476698675938705,28.0,0.01881366741580845,0.6750991780502131,38.0,0.0,0.0
