borough,lep_count,lep_count_moe,lep_count_cv,lep_pct,lep_pct_moe,lep_anh_count,lep_anh_count_moe,lep_anh_count_cv,lep_anh_pct,lep_anh_pct_moe,lep_bnh_count,lep_bnh_count_moe,lep_bnh_count_cv,lep_bnh_pct,lep_bnh_pct_moe,lep_hsp_count,lep_hsp_count_moe,lep_hsp_count_cv,lep_hsp_pct,lep_hsp_pct_moe,lep_wnh_count,lep_wnh_count_moe,lep_wnh_count_cv,lep_wnh_pct,lep_wnh_pct_moe,fb_count,fb_count_moe,fb_count_cv,fb_pct,fb_pct_moe,fb_anh_count,fb_anh_count_moe,fb_anh_count_cv,fb_anh_pct,fb_anh_pct_moe,fb_bnh_count,fb_bnh_count_moe,fb_bnh_count_cv,fb_bnh_pct,fb_bnh_pct_moe,fb_hsp_count,fb_hsp_count_moe,fb_hsp_count_cv,fb_hsp_pct,fb_hsp_pct_moe,fb_wnh_count,fb_wnh_count_moe,fb_wnh_count_cv,fb_wnh_pct,fb_wnh_pct_moe,age_popu16_count,age_popu16_count_moe,age_popu16_count_cv,age_popu16_pct,age_popu16_pct_moe,age_p16t64_count,age_p16t64_count_moe,age_p16t64_count_cv,age_p16t64_pct,age_p16t64_pct_moe,age_p65pl_count,age_p65pl_count_moe,age_p65pl_count_cv,age_p65pl_pct,age_p65pl_pct_moe,age_popu16_anh_count,age_popu16_anh_count_moe,age_popu16_anh_count_cv,age_popu16_anh_pct,age_popu16_anh_pct_moe,age_popu16_bnh_count,age_popu16_bnh_count_moe,age_popu16_bnh_count_cv,age_popu16_bnh_pct,age_popu16_bnh_pct_moe,age_popu16_hsp_count,age_popu16_hsp_count_moe,age_popu16_hsp_count_cv,age_popu16_hsp_pct,age_popu16_hsp_pct_moe,age_popu16_wnh_count,age_popu16_wnh_count_moe,age_popu16_wnh_count_cv,age_popu16_wnh_pct,age_popu16_wnh_pct_moe,age_p16t64_anh_count,age_p16t64_anh_count_moe,age_p16t64_anh_count_cv,age_p16t64_anh_pct,age_p16t64_anh_pct_moe,age_p16t64_bnh_count,age_p16t64_bnh_count_moe,age_p16t64_bnh_count_cv,age_p16t64_bnh_pct,age_p16t64_bnh_pct_moe,age_p16t64_hsp_count,age_p16t64_hsp_count_moe,age_p16t64_hsp_count_cv,age_p16t64_hsp_pct,age_p16t64_hsp_pct_moe,age_p16t64_wnh_count,age_p16t64_wnh_count_moe,age_p16t64_wnh_count_cv,age_p16t64_wnh_pct,age_p16t64_wnh_pct_moe,age_p65pl_anh_count,age_p65pl_anh_count_moe,age_p65pl_anh_count_cv,age_p65pl_anh_pct,age_p65pl_anh_pct_moe,age_p65pl_bnh_count,age_p65pl_bnh_count_moe,age_p65pl_bnh_count_cv,age_p65pl_bnh_pct,age_p65pl_bnh_pct_moe,age_p65pl_hsp_count,age_p65pl_hsp_count_moe,age_p65pl_hsp_count_cv,age_p65pl_hsp_pct,age_p65pl_hsp_pct_moe,age_p65pl_wnh_count,age_p65pl_wnh_count_moe,age_p65pl_wnh_count_cv,age_p65pl_wnh_pct,age_p65pl_wnh_pct_moe,age_median_median,age_median_median_moe,age_median_median_cv,age_median_anh_median,age_median_anh_median_moe,age_median_anh_median_cv,age_median_bnh_median,age_median_bnh_median_moe,age_median_bnh_median_cv,age_median_hsp_median,age_median_hsp_median_moe,age_median_hsp_median_cv,age_median_wnh_median,age_median_wnh_median_moe,age_median_wnh_median_cv
BX,326726,5948,1.1,25.4,0.5,17621,1031,3.6,39.1,2.1,21082,2026.0,5.8,5.4,0.5,269159,5307,1.2,39.6,0.8,16570,1371,5.0,11.5,0.9,468927,7015,0.9,33.8,0.5,35237,1296,2.2,73.6,2.0,127974,3371,1.6,30.4,0.8,261504,5479,1.3,35.2,0.7,34104,1797,3.2,22.5,1.2,324019,1344,0.3,23.3,0.1,918265,3215,0.2,66.1,0.2,146998,1251,0.5,10.6,0.1,9235,489,3.2,19.3,0.9,94967,1069,0.7,22.5,0.2,193029,1015,0.3,26.0,0.1,20031,465,1.4,13.2,0.3,34194,994,1.8,71.4,1.0,283179,2413,0.5,67.2,0.4,491001,1487,0.2,66.1,0.2,93280,1232,0.8,61.4,0.6,4432,363,5.0,9.3,0.7,43218,885,1.2,10.3,0.2,58889,507,0.5,7.9,0.1,38550,677,1.1,25.4,0.4,33.0,0.2,0.4,35.8,1.0,1.7,34.6,0.4,0.8,29.8,0.3,0.6,47.1,0.8,1.0
BK,573974,6936,0.7,24.6,0.3,147603,3078,1.3,59.7,1.2,48730,2887.0,3.6,6.4,0.4,189507,4009,1.3,41.5,0.9,182191,4222,1.4,21.9,0.5,950471,8294,0.5,37.8,0.3,188859,2383,0.8,71.6,0.8,304235,5267,1.1,37.5,0.6,187192,4671,1.5,37.6,0.9,255387,4423,1.1,28.5,0.5,529445,1515,0.2,21.1,0.1,1693262,2783,0.1,67.3,0.1,291421,2199,0.5,11.6,0.1,51501,903,1.1,19.5,0.3,170931,1303,0.5,21.1,0.1,120791,720,0.4,24.3,0.1,173624,778,0.3,19.4,0.1,189493,1347,0.4,71.8,0.2,550067,2040,0.2,67.8,0.1,336631,954,0.2,67.6,0.1,588770,1422,0.1,65.7,0.1,22910,622,1.7,8.7,0.2,90742,1280,0.9,11.2,0.2,40386,634,1.0,8.1,0.1,134436,1381,0.6,15.0,0.2,34.2,0.2,0.3,34.9,0.5,0.8,35.4,0.3,0.6,30.8,0.3,0.7,35.4,0.3,0.5
MN,248991,5386,1.3,16.4,0.4,63610,2374,2.3,37.1,1.3,8415,1468.0,10.6,4.2,0.7,155056,3815,1.5,40.5,1.0,19618,1591,4.9,2.7,0.2,455351,6985,0.9,28.6,0.4,120922,2444,1.2,68.5,1.1,31166,2272,4.4,15.0,1.1,178959,3796,1.3,43.8,0.9,116227,4210,2.2,15.3,0.5,211544,1299,0.4,13.3,0.1,1166859,5466,0.3,73.2,0.3,215404,1419,0.4,13.5,0.1,15217,959,3.8,8.6,0.5,33884,1029,1.8,16.3,0.4,78446,778,0.6,19.2,0.2,72527,472,0.4,9.5,0.0,140807,2010,0.9,79.8,0.6,144063,2162,0.9,69.2,0.5,280927,1533,0.3,68.8,0.3,575589,3315,0.4,75.6,0.3,20476,598,1.8,11.6,0.3,30293,811,1.6,14.5,0.3,49201,554,0.7,12.0,0.1,112910,845,0.5,14.8,0.1,36.5,0.2,0.3,34.9,0.4,0.7,39.0,0.7,1.1,34.4,0.4,0.7,38.1,0.3,0.4
QN,593562,5988,0.6,28.3,0.3,235114,4065,1.1,47.8,0.8,16462,1666.0,6.2,4.4,0.4,253216,4104,1.0,44.7,0.7,81705,2511,1.9,13.9,0.4,1065575,6632,0.4,47.7,0.3,393400,3387,0.5,75.5,0.5,138026,4252,1.9,34.9,1.1,317118,3642,0.7,51.7,0.6,169363,2970,1.1,27.5,0.5,407464,1460,0.2,18.2,0.1,1538011,1960,0.1,68.9,0.1,288008,1159,0.2,12.9,0.1,89884,1453,1.0,17.3,0.3,78876,1171,0.9,19.9,0.3,137750,893,0.4,22.4,0.1,79928,688,0.5,13.0,0.1,381451,2143,0.3,73.2,0.6,267675,1737,0.4,67.6,0.2,430169,1077,0.2,70.1,0.2,398256,1653,0.3,64.7,0.2,49459,636,0.8,9.5,0.1,49242,789,1.0,12.4,0.2,45896,381,0.5,7.5,0.1,137027,935,0.4,22.3,0.1,37.4,0.2,0.3,37.3,0.3,0.6,37.4,0.5,0.8,32.2,0.3,0.5,45.2,0.4,0.5
SI,50096,2287,2.8,11.4,0.5,12635,1012,4.9,37.3,2.9,923,330.0,21.7,2.2,0.8,16035,1257,4.8,22.1,1.7,19996,1566,4.8,7.0,0.5,99410,3068,1.9,21.3,0.7,23772,929,2.4,66.4,2.3,10700,1180,6.7,24.0,2.6,19578,1562,4.9,24.4,1.9,43852,2482,3.4,14.6,0.8,94645,577,0.4,20.2,0.1,312737,1617,0.3,66.9,0.3,60311,790,0.8,12.9,0.2,7272,278,2.3,20.3,0.7,11239,423,2.3,25.2,0.8,22685,265,0.7,28.3,0.3,51411,466,0.6,17.1,0.1,24646,579,1.4,68.8,1.0,30042,776,1.6,67.5,1.0,53520,475,0.5,66.7,0.5,200294,1087,0.3,66.7,0.2,3907,242,3.8,10.9,0.6,3238,268,5.0,7.3,0.6,4091,256,3.8,5.1,0.3,48635,644,0.8,16.2,0.2,38.6,0.4,0.7,38.9,1.5,2.3,31.4,1.4,2.7,28.3,0.8,1.8,42.8,0.5,0.7
