,puma,age-median,age-median-CV,age-median-MOE,anh-age-median,anh-age-median-CV,anh-age-median-MOE,bnh-age-median,bnh-age-median-CV,bnh-age-median-MOE,hsp-age-median,hsp-age-median-CV,hsp-age-median-MOE,onh-age-median,onh-age-median-CV,onh-age-median-MOE,wnh-age-median,wnh-age-median-CV,wnh-age-median-MOE
16,04007,35.0,0.012697420596165132,0.5695339735187788,41.0,0.12715132655749273,6.680990246043929,36.0,0.028114281222218238,1.297076440121818,33.0,0.045800451515732844,1.9369561313070207,31.0,0.17594696959089864,6.990038544293375,31.0,0.052605129862259487,2.089901782450325
17,04009,38.0,0.02488721094654969,1.2119812777223997,39.0,0.033621779594726516,1.6804337267646734,37.0,0.006005536768456433,0.28476698675938705,36.0,0.051402963538047394,2.3715197422493994,29.0,0.07693210868042447,2.8591814652813143,44.0,0.022470136287824072,1.267052086857105
18,03708,32.0,0.006943901888527778,0.28476698675938816,36.0,0.10627496075722927,4.903086324118253,34.0,0.030129119483158655,1.3128086882321581,31.0,0.014060964334002179,0.5586153765145258,27.0,0.09755234956345131,3.3754958902510688,35.0,0.0809856374265694,3.632554465072659
19,04001,32.0,0.013621559198564583,0.5586153765145246,35.0,0.024233136362410545,1.0869604845156056,35.0,0.06087793072189288,2.7306372598315143,36.0,0.026498311150470723,1.222522277010253,28.0,0.039082265407570135,1.4024062757068303,30.0,0.021065374432940893,0.809890907499558
20,03704,37.0,0.017876698047733747,0.8476666836841276,38.0,0.024037928824269843,1.1706221220533224,38.0,0.027316499331614105,1.3302850943778672,33.0,0.029055771076916825,1.228803474087033,34.0,0.059549745132357355,2.594746349473253,47.0,0.026382120782206923,1.5890722649687288
21,04016,39.0,0.024826816321842388,1.2408569676650687,42.0,0.027120918452129796,1.459787931056044,32.0,0.05226790213649291,2.1434883779441427,30.0,0.03647678104706549,1.4024062757068314,26.0,0.09093531090412992,3.0299955413642894,42.0,0.019479843061849467,1.0485057816440049
22,04010,38.0,0.026183879923858414,1.2751277077211982,34.0,0.11409859983553293,4.97159013435292,39.0,0.021414478318577037,1.0703065703652388,37.0,0.06825327729283454,3.2363934916227275,31.0,0.09647467088717514,3.8327552308366406,31.0,0.0558202015505555,2.2176304672700153
23,04006,34.0,0.0,0.0,32.0,0.032391269440043544,1.3283546259476728,39.0,0.023210085884912433,1.1600519541871324,33.0,0.041659779045053066,1.7618421168291865,28.0,0.039082265407570135,1.4024062757068303,31.0,0.018230087992673106,0.7242467320178072
24,03701,39.0,0.023631164860470212,1.1810976965805478,41.0,0.08894709307140763,4.6736017414284525,42.0,0.034084853100524795,1.8346228677980818,33.0,0.02996018171709876,1.267052086857105,33.0,0.12680288456307684,5.362646362503618,51.0,0.021922235073527335,1.4328182086145007
25,04005,35.0,0.0285624986044746,1.281151018085046,36.0,0.02945459730617843,1.3589130704478745,34.0,0.052976907876603085,2.3083497337170735,37.0,0.04954135886438743,2.349122822438915,13.0,0.1565979852810465,2.6089491115747205,36.0,0.006172357234246889,0.28476698675938705
26,04015,34.0,0.016621550816849007,0.7242467320178072,30.0,0.03316624790355399,1.2751277077211982,38.0,0.028028168952816877,1.3649426644315792,30.0,0.019702650695894785,0.7574988853410711,28.0,0.027879455349992872,1.0004108702087962,35.0,0.02337581167421936,1.0485057816440049
27,03710,31.0,0.02133670412148864,0.8476666836841265,38.0,0.06359497880839249,3.097009296801501,29.0,0.03338778746730534,1.240856967665071,31.0,0.0159465483332945,0.6335260434285525,31.0,0.08576869773364945,3.407427274513682,34.0,0.07427562528926111,3.2363934916227275
28,04106,38.0,0.016630558762848073,0.809890907499558,39.0,0.028667538173074207,1.4328182086145007,39.0,0.046153846153846136,2.3067928179802797,33.0,0.044632722186834665,1.887571454770821,31.0,0.06657989496951709,2.6450926275913704,40.0,0.024238399287081634,1.2425103421061836
29,03902,41.0,0.013783725067630885,0.7242467320178072,41.0,0.02756745013526177,1.4484934640356144,36.0,0.08279630199143433,3.819878295783342,30.0,0.03799671038392665,1.4608423103419792,16.0,0.16222934190521762,3.32648427353443,44.0,0.02168043639583968,1.222522277010253
30,04103,44.0,0.019999677166815975,1.1277471736748628,42.0,0.01504669602352921,0.809890907499558,48.0,0.1572459577624776,9.672902560611037,36.0,0.032601929428626414,1.5041179331651076,29.0,0.10786201935795664,4.0086914533587485,54.0,0.014865365146298463,1.0287395266840704
31,03805,41.0,0.012057146300783647,0.6335260434285525,34.0,0.02695632761738733,1.17456141121946,48.0,0.09881568666236935,6.0785951012411585,35.0,0.028917546399995903,1.297076440121818,25.0,0.25856333846854623,8.284056280170095,44.0,0.019006509867815574,1.0717441889720696
32,04101,35.0,0.0,0.0,34.0,0.028047398709942082,1.222102382690116,31.0,0.05965016814589468,2.3697877575434694,36.0,0.021505364676669504,0.9921684156837606,29.0,0.04020422005641731,1.4941896534892354,35.0,0.006348710298082515,0.28476698675938705
33,04110,36.0,0.02670678405976312,1.2321403532082362,36.0,0.03226738932080259,1.4886836388040205,35.0,0.04434903307507253,1.989245046871196,31.0,0.02783134504312482,1.1056864181480857,26.0,0.19640820612172155,6.544388345068569,41.0,0.013303307456872807,0.6990038544293365
34,03807,37.0,0.014237369936287474,0.6750991780502131,34.0,0.027551461757639954,1.2004930442505528,40.0,0.07503905233276868,3.846656599761716,40.0,0.04190763653560052,2.1482718884189174,30.0,0.04469029225930644,1.718187420286797,38.0,0.027904355342695353,1.3589130704478745
35,03808,36.0,0.01837327299350413,0.8476666836841276,33.0,0.03885854122191566,1.6433744031449382,40.0,0.0784219357067906,4.020070179123019,35.0,0.05712499720894918,2.5623020361700912,29.0,0.14415896563230457,5.357667294707735,38.0,0.011470786693528046,0.5586153765145234
36,03809,39.0,0.023769866945819403,1.1880300976908664,49.0,0.025794336040335788,1.619781814999116,37.0,0.07701220815253158,3.651719289185169,39.0,0.0198200318381286,0.9906153204206036,27.0,0.10783758045585677,3.7313843415591164,32.0,0.013621559198564583,0.5586153765145246
37,04108,42.0,0.02374246508949895,1.277942118824087,40.0,0.0249295883439739,1.277942118824087,37.0,0.06409666161883418,3.0392975506205793,40.0,0.04357106264483342,2.2335425417971253,22.0,0.24256506326624072,6.838912004656069,48.0,0.022797988154415947,1.4024062757068325
38,04114,35.0,0.027664166758624376,1.2408569676650687,42.0,0.1590422279525436,8.560474281251905,33.0,0.028386354538174525,1.200493044250554,30.0,0.02303379160180878,0.8855697506317833,28.0,0.15855443522201276,5.689479171118691,44.0,0.03556927096793077,2.0056896153461983
39,04104,45.0,0.0208166599946613,1.2004930442505528,42.0,0.022303564279994248,1.2004930442505528,44.0,0.08918101890106103,5.028763273138764,38.0,0.04951286242691254,2.411224881596559,23.0,0.1436716417485445,4.234820200365834,54.0,0.01014301032416977,0.70193470105484
40,04107,36.0,0.022222222222222192,1.0252412524356789,38.0,0.016643566632465148,0.8105243772151002,41.0,0.10220465349345315,5.37020188130961,33.0,0.029526023136219808,1.2486909987594432,37.0,0.15195193340573665,7.205166811315074,48.0,0.10538866558284786,6.48292844968104
41,04105,41.0,0.009426600508378192,0.49530766021029954,39.0,0.03449647191557364,1.7241512959775804,40.0,0.02341874249399396,1.2004930442505528,35.0,0.03122498999199195,1.4005752182923115,36.0,0.06425018614566876,2.9642373590944966,59.0,0.028751178735063356,2.173920969031211
42,04112,37.0,0.017876698047733747,0.8476666836841276,35.0,0.024074713637646773,1.0798545433327456,40.0,0.02291287847477923,1.17456141121946,32.0,0.02696161551052717,1.1056864181480857,34.0,0.06705301832457647,2.9216846206839597,47.0,0.05941991730985496,3.57903533848984
43,04102,37.0,0.024135906891205115,1.1444621427037172,41.0,0.023386352330201348,1.228803474087033,51.0,0.045974016030170026,3.0048216831096846,34.0,0.00653543707155553,0.28476698675938705,29.0,0.07047908081368863,2.619354714292885,45.0,0.03140732005578348,1.8112545084172338
44,04111,37.0,0.008439186484322148,0.4001643480835176,37.0,0.028975380597826485,1.3739374415936212,36.0,0.029909521482441685,1.379901386898468,33.0,0.016528351688841973,0.6990038544293365,39.0,0.0379452527870481,1.896523126454857,49.0,0.025489787748564856,1.6006573923340703
45,03802,32.0,0.018750000000000003,0.7689309393267604,27.0,0.027153478330768845,0.9395617319490113,37.0,0.036859950532394194,1.7478033104953932,35.0,0.025193131555069113,1.1300204014879462,27.0,0.09936354389108376,3.438166641255306,30.0,0.02976761849915292,1.144462142703715
46,03803,35.0,0.016146649364939036,0.7242467320178072,38.0,0.03883251200887818,1.8911029292422785,38.0,0.016591473964366457,0.8079875184815998,31.0,0.02444759095358728,0.9712563022712775,28.0,0.06358120911921401,2.2815127464065252,34.0,0.016621550816849007,0.7242467320178072
47,04109,38.0,0.0,0.0,38.0,0.020542756573678912,1.000410870208794,36.0,0.03372884567939132,1.5561091794397024,38.0,0.018561494710086696,0.903925478973258,32.0,0.04318129251698588,1.770849696876243,39.0,0.025633011568118234,1.281151018085046
48,03806,42.0,0.01988487272439296,1.0703065703652388,37.0,0.02560445313715729,1.2140967991049794,51.0,0.03534854191631365,2.310349940861105,39.0,0.051915162423080745,2.5947463494732523,26.0,0.0968770876850827,3.2279775680937006,45.0,0.018913382811721325,1.090731390844761
49,03801,36.0,0.015698131327024065,0.7242467320178072,32.0,0.05275607192541919,2.163508050176144,41.0,0.06542032222773536,3.437420171144845,36.0,0.014632852434517682,0.6750991780502131,29.0,0.05492942180025517,2.0414517085747246,35.0,0.034963537858629774,1.5682651837896713
50,03903,37.0,0.0,0.0,40.0,0.03534981435594817,1.8121043971830546,33.0,0.029912253064241893,1.2650251265337005,30.0,0.030550504633038916,1.1745614112194576,25.0,0.06462197768561406,2.0704099167896732,47.0,0.014654231185059445,0.8826671871020755
51,03901,41.0,0.02326680979065722,1.222522277010253,43.0,0.04044355881264809,2.2287117628394038,40.0,0.1425644043055629,7.308145421149098,31.0,0.0431583489040634,1.7145991377339986,28.0,0.2307910503649815,8.281577693449893,43.0,0.007261625579533011,0.4001643480835176
52,03804,36.0,0.02689571768199592,1.2408569676650687,38.0,0.0622432399070568,3.0311810188033577,36.0,0.04542643455951749,2.0957874597669233,35.0,0.033775972621533916,1.5149977706821423,30.0,0.0357363027373193,1.37393744159362,35.0,0.04017817460121497,1.802164089631897
53,03810,36.0,0.022222222222222192,1.0252412524356789,36.0,0.017347216662217748,0.8003286961670352,32.0,0.1625,6.6640681408319224,30.0,0.012883020694783589,0.4953076602103018,28.0,0.07264587716717139,2.606784253190578,36.0,0.026020824993326624,1.2004930442505528
54,04113,40.0,0.010897247358851645,0.5586153765145234,37.0,0.025640089136500364,1.2157865658226503,42.0,0.03431794120333235,1.8471688735667209,33.0,0.03451753257543792,1.459787931056044,38.0,0.0686736228984205,3.3443339796094316,53.0,0.024560030277254372,1.6681720983368207
